ID	CODE	NAME_EN	LEVEL	PARENT_ID	PARENT_CODE	InclusionNote	ExclusionNote	caseLaw	NAME_BG	NAME_CS	NAME_DA	NAME_DE	NAME_EL	NAME_ES	NAME_ET	NAME_FI	NAME_GA	NAME_FR	NAME_HR	NAME_HU	NAME_IT	NAME_LT	NAME_LV	NAME_MT	NAME_NL	NAME_PL	NAME_PT	NAME_RO	NAME_SK	NAME_SL	NAME_SV
"12111"	"12.1.1.1"	"Hairdressing for men and children"	"4"	"1211"	"12.1.1"	"Includes:\r\n- services of hairdressing salons, barbers for men and children"			"Фризьорски услуги за мъже и деца"	"Pánské a dětské kadeřnické služby"	"Frisører til mænd og børn"	"Friseurleistungen für Männer und Kinder"	"Υπηρεσίες κομμωτηρίων ανδρών και παιδιών"	"Peluquerías para hombres y niños"	"Meeste- ja lastejuuksurid"	"Miesten ja lasten parturi- ja kampaamopalvelut"	"Gruagaireacht d'fhir agus do leanaí"	"Coiffure pour hommes et enfants"	"Frizerske usluge za muškarce i djecu"	"Férfi- és gyermekfodrászat"	"Servizi di parrucchiere per uomo e bambino"	"Vyrų ir vaikų kirpyklos"	"Vīriešu un bērnu frizētavas"	"Qtigħ u arranġament tax-xagħar għall-irġiel u għat-tfal"	"Heren- en kinderkappers"	"Usługi fryzjerskie dla mężczyzn i dzieci"	"Serviços de cabeleireiro para homem e criança"	"Servicii de frizerie pentru bărbați și copii"	"Kadernícke služby pre mužov a deti"	"Frizerske storitve za moške in otroke"	"Hårvård för män och barn"
"12112"	"12.1.1.2"	"Hairdressing for women"	"4"	"1211"	"12.1.1"	"Includes:\r\n- services of hairdressing salons for women"			"Фризьорски услуги за жени"	"Dámské kadeřnické služby"	"Frisører til kvinder"	"Friseurleistungen für Frauen"	"Υπηρεσίες κομμωτηρίων γυναικών"	"Peluquerías para mujeres"	"Naistejuuksurid"	"Naisten kampaamopalvelut"	"Gruagaireacht do mhná"	"Coiffure pour femmes"	"Frizerske usluge za žene"	"Női fodrászat"	"Servizi di parrucchiere per donna"	"Moterų kirpyklos"	"Sieviešu frizētavas"	"Qtigħ u arranġament tax-xagħar għan-nisa"	"Dameskappers"	"Usługi fryzjerskie dla kobiet"	"Serviços de cabeleireiro para senhora"	"Servicii de coafură pentru femei"	"Kadernícke služby pre ženy"	"Frizerske storitve za ženske"	"Hårvård för kvinnor"
"12113"	"12.1.1.3"	"Personal grooming treatments"	"4"	"1211"	"12.1.1"	"Includes:\r\n- facial beauty treatments, depilation, solarium, pedicure, bodycare, manicure, thalasso therapy, Turkish baths, saunas, non-medical massages, etc.\r\n- diet clubs, tattoo and piercing services"			"Други услуги за поддържане на добър външен вид"	"Ostatní služby osobní péče"	"Behandlinger inden for personlig pleje"	"Körperpflege- und Kosmetikbehandlungen"	"Υπηρεσίες προσωπικής περιποίησης"	"Tratamientos de estética"	"Ihuhooldus"	"Kauneudenhoitopalvelut"	"Cóireálacha grúmaeireachta pearsanta"	"Soins de beauté corporels"	"Tretmani za uljepšavanje"	"Testápolással kapcsolatos kezelések"	"Trattamenti di bellezza"	"Asmens priežiūros procedūros"	"Skaistumkopšanas procedūras"	"Trattamenti għall-kura personali"	"Schoonheidsbehandelingen"	"Usługi kosmetyczne"	"Tratamentos de cuidados pessoais"	"Tratamente de estetică corporală"	"Skrášľovacie ošetrenia"	"Storitve za osebno nego"	"Skönhetsbehandlingar"
"1212"	"12.1.2"	"Electric appliances for personal care"	"3"	"121"	"12.1"	"Includes:\r\n- electric razors and hair trimmers, hand-held and hood hairdryers, curling tongs and styling combs, sunlamps, vibrators, electric toothbrushes and other electric appliances for dental hygiene, etc.\r\n- repair of such appliances"			"Електрически уреди за лична хигиена и разкрасяване; поправка на тези уреди"	"Elektrické přístroje pro osobní péči"	"Elektriske apparater til personlig pleje"	"Elektrische Geräte für die Körperpflege"	"Ηλεκτρικές συσκευές προσωπικής φροντίδας"	"Aparatos eléctricos para el cuidado personal"	"Elektrilised isikuhooldusvahendid"	"Henkilökohtaisen hygienian hoitoon tarkoitetut sähkökäyttöiset laitteet"	"Fearais leictreacha le haghaidh cúram pearsanta"	"Appareils électriques pour soins corporels"	"Električni uređaji za osobnu njegu"	"Elektromos testápolási készülékek"	"Apparecchi elettrici per la cura della persona"	"Elektriniai asmens priežiūros prietaisai"	"Elektriskās ierīces personiskajai aprūpei"	"Apparat għall-kura personali li jaħdem bl-elettriku"	"Elektrische apparaten voor lichaamsverzorging"	"Urządzenia elektryczne do pielęgnacji ciała"	"Aparelhos elétricos para cuidados pessoais"	"Aparate electrice pentru îngrijirea personală"	"Elektrické spotrebiče na osobnú starostlivosť"	"Električni aparati za osebno nego"	"Elektriska apparater för personvård"
"12121"	"12.1.2.1"	"Electric appliances for personal care"	"4"	"1212"	"12.1.2"	"Includes:\r\n- electric razors and hair trimmers, hand-held and hood hairdryers, curling tongs and styling combs, sunlamps, vibrators, electric toothbrushes and other electric appliances for dental hygiene, etc."	"Excludes: \r\n- repair of electric appliances for personal care (12.1.2.2)"		"Електрически уреди за лична хигиена и разкрасяване"	"Elektrické přístroje pro osobní péči"	"Elektriske apparater til personlig pleje"	"Elektrische Geräte für die Körperpflege"	"Ηλεκτρικές συσκευές προσωπικής φροντίδας"	"Aparatos eléctricos para el cuidado personal"	"Elektrilised isikuhooldusvahendid"	"Henkilökohtaisen hygienian hoitoon tarkoitetut sähkökäyttöiset laitteet"	"Fearais leictreacha le haghaidh cúram pearsanta"	"Appareils électriques pour soins corporels"	"Električni uređaji za osobnu njegu"	"Elektromos testápolási készülékek"	"Apparecchi elettrici per la cura della persona"	"Elektriniai asmens priežiūros prietaisai"	"Elektriskās ierīces personiskajai aprūpei"	"Apparat għall-kura personali li jaħdem bl-elettriku"	"Elektrische apparaten voor lichaamsverzorging"	"Urządzenia elektryczne do pielęgnacji ciała"	"Aparelhos elétricos para cuidados pessoais"	"Aparate electrice pentru îngrijirea personală"	"Elektrické spotrebiče na osobnú starostlivosť"	"Električni aparati za osebno nego"	"Elektriska apparater för personvård"
"12122"	"12.1.2.2"	"Repair of electric appliances for personal care"	"4"	"1212"	"12.1.2"	"Includes:\r\n- repair of electric appliances for personal care"			"Поправка на електрически уреди за лична хигиена и разкрасяване"	"Opravy elektrických přístrojů pro osobní péči"	"Reparation af elektriske apparater til personlig pleje"	"Reparatur von elektrischen Geräten für die Körperpflege"	"Επισκευή ηλεκτρικών συσκευών προσωπικής φροντίδας"	"Reparación de aparatos eléctricos para el cuidado personal"	"Elektriliste isikuhooldusvahendite parandus"	"Henkilökohtaisen hygienian hoitoon tarkoitettujen sähkökäyttöisten laitteiden korjaus"	"Fearais leictreacha le haghaidh cúram pearsanta a dheisiú"	"Réparation d'appareils électriques pour soins corporels"	"Popravak električnih uređaja za osobnu njegu"	"Elektromos testápolási készülékek javítása"	"Riparazione di apparecchi elettrici per la cura della persona"	"Elektrinių asmens priežiūros prietaisų taisymas"	"Personiskajai aprūpei paredzēto elektrisko ierīču remonts"	"Tiswija tal-apparat għall-kura personali li jaħdem bl-elettriku"	"Reparatie van elektrische apparaten voor lichaamsverzorging"	"Naprawa urządzeń elektrycznych do pielęgnacji ciała"	"Reparação de aparelhos elétricos para cuidados pessoais"	"Repararea aparatelor electrice pentru îngrijirea personală"	"Oprava elektrických spotrebičov na osobnú starostlivosť"	"Popravilo električnih aparatov za osebno nego"	"Reparation av elektriska apparater för personvård"
"1213"	"12.1.3"	"Other appliances, articles and products for personal care"	"3"	"121"	"12.1"	"Includes:\r\n- non-electric appliances: razors and hair trimmers and blades therefore, scissors, nail files, combs, shaving brushes, hairbrushes, toothbrushes, nail brushes, hairpins, curlers, personal weighing machines, baby scales, etc.\r\n- articles for personal hygiene: toilet soap, medicinal soap, cleansing oil and milk, shaving soap, shaving cream and foam, toothpaste, etc.\r\n- beauty products: lipstick, nail varnish, make-up and make-up removal products (including powder compacts, brushes and powder puffs), hair lacquers and lotions, pre-shave and after-shave products, sunbathing products, hair removers, perfumes and toilet waters, personal deodorants, bath products, etc.\r\n- other products: toilet paper, paper handkerchiefs, paper towels, sanitary towels, cotton wool, cotton tops, babies' napkins, toilet sponges, etc."	"Excludes: \r\n- handkerchiefs made of fabric (03.1.3)"		"Други уреди, хигиенни и козметични продукти"	"Ostatní přístroje, předměty a výrobky pro osobní péči"	"Andre apparater, artikler og produkter til personlig pleje"	"Andere Geräte, Artikel und Erzeugnisse für die Körperpflege"	"Άλλες συσκευές, είδη και προϊόντα προσωπικής φροντίδας"	"Otros aparatos, artículos y productos para el cuidado personal"	"Muud isikuhooldusvahendid, -kaubad ja tooted"	"Muut henkilökohtaisen hygienian hoitoon tarkoitetut laitteet ja tuotteet"	"Fearais, earraí agus táirgí eile le haghaidh cúram pearsanta"	"Autres appareils, articles et produits pour soins corporels"	"Ostali uređaji, predmeti i proizvodi za osobnu njegu"	"Egyéb testápolási eszközök és termékek"	"Altri apparecchi, articoli e prodotti per la cura della persona"	"Kiti asmens priežiūros prietaisai, reikmenys ir priemonės"	"Citas ierīces, priekšmeti un izstrādājumi personiskajai aprūpei"	"Apparat ieħor u oġġetti u prodotti oħrajn għall-kura personali"	"Overige apparaten, artikelen en producten voor lichaamsverzorging"	"Pozostałe urządzenia, artykuły i produkty do pielęgnacji ciała"	"Outros aparelhos, artigos e produtos para cuidados pessoais"	"Alte aparate, articole și produse pentru îngrijirea personală"	"Ostatné pomôcky a výrobky pre osobnú starostlivosť"	"Drugi aparati in izdelki za osebno nego"	"Andra apparater, artiklar och produkter för personvård"
"12131"	"12.1.3.1"	"Non-electrical appliances"	"4"	"1213"	"12.1.3"	"Includes:\r\n- razors and hair trimmers and blades therefore, scissors, nail files, combs, shaving brushes, hairbrushes, toothbrushes, nail brushes, hairpins, curlers, personal weighing machines, baby scales, etc."			"Неелектрически уреди"	"Ruční přístroje a výrobky pro osobní péči"	"Ikkeelektrisk udstyr"	"Nichtelektrische Geräte für die Körperpflege"	"Μη ηλεκτρικές συσκευές"	"Aparatos no eléctricos"	"Mitteelektrilised seadmed"	"Muut kuin sähkökäyttöiset laitteet"	"Fearais neamhleictreacha"	"Appareils non électriques"	"Neelektrični uređaji"	"Nem elektromos testápolási készülékek"	"Apparecchi non elettrici"	"Neelektriniai prietaisai"	"Neelektriskas ierīces"	"Apparat li ma jaħdimx bl-elettriku"	"Niet-elektrische apparaten"	"Urządzenia nieelektryczne"	"Aparelhos não elétricos"	"Aparate neelectrice"	"Neelektrické pomôcky"	"Neelektrične naprave"	"Icke-elektriska apparater"
"12132"	"12.1.3.2"	"Articles for personal hygiene and wellness, esoteric products and beauty products"	"4"	"1213"	"12.1.3"	"Includes:\r\n- toilet and medical soap, cleansing oils and milk, shaving soap and cream, toothpaste, shampoo and bathing products, toilet paper, paper handkerchiefs, cotton tops, babies' napkins (also babies' disposable napkins), paper towels, sanitary towels, cotton wool, toilet sponges, etc.\r\n- wellness and esoteric products (natural remedy, herbs, healing stones etc.)\r\n- beauty products: lipstick, nail varnish, make-up and make-up removal products (including powder compacts, brushes and powder puffs), hair lacquers and lotions, pre-shave and after-shave products, sunbathing products, hair removers, perfumes and toilet waters, personal deodorants, bath products, etc."	"Excludes: \r\n- vitamins and minerals, cod liver oil and halibut liver oil (06.1.1.0)"		"Продукти за лична хигиена и козметични продукти"	"Výrobky pro osobní hygienu a wellness, esoterické a kosmetické výrobky a přípravky"	"Artikler til personlig hygiejne og wellness, esoteriske produkter og skønhedsprodukter"	"Verbrauchsgüter für die Körperpflege, Wellness- und Esotherikprodukte, Duft- und Schönheitserzeugnisse"	"Είδη ατομικής υγιεινής και ευεξίας, εσωτεριστικά προϊόντα και καλλυντικά προϊόντα"	"Artículos para la higiene y el bienestar personal, productos esotéricos y productos de belleza"	"Isiklikuks hügieeniks ja heaoluks mõeldud tooted, esoteerilised tooted ja ilutooted"	"Henkilökohtaisen hygienian hoitoon ja hyvinvointiin tarkoitetut tavarat, kauneudenhoito- ja kosmetiikkatuotteet"	"Earraí le haghaidh sláinteachas pearsanta agus folláine, táirgí speisialaithe agus táirgí áilleachta"	"Articles pour l'hygiène corporelle et le bien-être, produits ésotériques et produits de beauté"	"Predmeti za osobnu higijenu i wellness, ezoterični proizvodi i proizvodi za uljepšavanje"	"Személyes higiéniát és jólétet szolgáló cikkek, ezoterikus termékek és szépségápolási termékek"	"Articoli per l'igiene e il benessere personale, articoli esoterici e prodotti di bellezza"	"Asmens higienos ir sveikatingumo reikmenys, ezoteriniai produktai ir kosmetikos priemonės"	"Personīgās higiēnas un labsajūtas preces, ezotēriskie produkti un skaistumkopšanas izstrādājumi"	"Oġġetti għall-iġjene u l-benesseri personali, prodotti eżoteriċi u prodotti tas-sbuħija"	"Artikelen voor persoonlijke hygiëne en wellness, esoterische en schoonheidsproducten"	"Artykuły do higieny osobistej i odnowy biologicznej, produkty ezoteryczne i kosmetyki"	"Artigos de higiene pessoal e bem-estar, produtos esotéricos e produtos de beleza"	"Articole pentru igiena personală și întreținere corporală, produse ezoterice și produse de înfrumusețare"	"Predmety pre osobnú hygienu a wellness, ezoterické výrobky a výrobky na skrášľovanie"	"Izdelki za osebno higieno in dobro počutje, ezoterični izdelki in izdelki za lepotno nego"	"Artiklar för personlig hygien och välbefinnande, esoteriska produkter och skönhetsmedel"
"123"	"12.3"	"Personal effects n.e.c."	"2"	"12"	"12"				"Лични вещи, некласифицирани другаде"	"Osobní potřeby a doplňky j. n."	"Personlige effekter i.a.n."	"Persönliche Gebrauchsgegenstände, a.n.g."	"Προσωπικά είδη π.δ.κ.α."	"Efectos personales n. c. o. p."	"Mujal klassifitseerimata isiklikud esemed"	"Henkilökohtaiset esineet, muualle luokittelemattomat"	"Earraí pearsanta g.a.e."	"Effets personnels n.c.a."	"Osobni predmeti, d. n."	"Máshova nem sorolt személyes tárgyak"	"Effetti personali n.c.a."	"Kiti, niekur kitur nepriskirti, asmeniniai daiktai"	"Citur neklasificēti priekšmeti personiskai lietošanai"	"Proprjetà personali li mhuma kklassifikati mkien ieħor"	"Artikelen voor persoonlijk gebruik n.e.g."	"Artykuły użytku osobistego, gdzie indziej niesklasyfikowane"	"Artigos pessoais, n.e."	"Efecte personale n.c.a."	"Osobné doplnky i. n."	"Predmeti za osebno rabo, d.n."	"Övriga personliga tillhörigheter"
"1231"	"12.3.1"	"Jewellery, clocks and watches"	"3"	"123"	"12.3"	"Includes:\r\n- precious stones and metals and jewellery fashioned out of such stones and metals\r\n- costume jewellery, cuff links and tiepins\r\n- clocks, watches, stopwatches, alarm clocks, travel clocks\r\n- repair of jewellery, clocks and watches"	"Excludes: \r\n- ornaments (05.1.1) or (05.4.0)\r\n- radio clocks (09.1.1)\r\n- precious stones and metals and jewellery fashioned out of such stones and metals acquired primarily as stores of value (capital formation)"		"Бижута и часовници"	"Klenoty, hodiny a hodinky"	"Smykker og ure"	"Schmuck und Uhren"	"Κοσμήματα και ρολόγια κάθε είδους"	"Joyería, bisutería y relojería"	"Ehted, kellad ja käekellad"	"Korut, kellot ja rannekellot"	"Seodra, cloig agus uaireadóirí"	"Articles de bijouterie et d'horlogerie"	"Nakit, zidni, stolni i ručni satovi"	"Óra, ékszer"	"Gioielli e orologi"	"Juvelyriniai dirbiniai ir laikrodžiai"	"Juvelierizstrādājumi, pulksteņi un rokas pulksteņi"	"Ġojjellerija, arloġġi u arloġġi tal-idejn jew tal-but"	"Sieraden, klokken en horloges"	"Biżuteria, zegary i zegarki"	"Artigos de joalharia, bijutaria, ourivesaria e relojoaria"	"Bijuterii și ceasuri"	"Šperky, hodiny a náramkové hodinky"	"Nakit in ure"	"Smycken och ur"
"12311"	"12.3.1.1"	"Jewellery"	"4"	"1231"	"12.3.1"	"Includes:\r\n- precious stones and metals and jewellery fashioned out of such stones and metals\r\n- costume jewellery, cuff links and tiepins"	"Excludes: \r\n- ornaments (05.1.1.1) or (05.4.0.1)\r\n- precious stones and metals and jewellery fashioned out of such stones and metals acquired primarily as stores of value (capital formation)"		"Бижута"	"Klenoty"	"Smykker"	"Schmuck"	"Κοσμήματα"	"Joyería y bisutería"	"Ehted"	"Korut"	"Seodra"	"Bijoux"	"Nakit"	"Ékszer"	"Gioielli"	"Juvelyriniai dirbiniai"	"Juvelierizstrādājumi"	"Ġojjellerija"	"Sieraden"	"Biżuteria"	"Joalharia, bijutaria e ourivesaria"	"Bijuterii"	"Šperky"	"Nakit"	"Smycken"
"12312"	"12.3.1.2"	"Clocks and watches"	"4"	"1231"	"12.3.1"	"Includes:\r\n- clocks, watches, stopwatches, alarm clocks, travel clocks"	"Excludes: \r\n- radio clocks (09.1.1.1)"		"Часовници"	"Hodiny a hodinky"	"Ure"	"Uhren"	"Ρολόγια κάθε είδους"	"Relojería"	"Kellad ja käekellad"	"Kellot ja rannekellot"	"Cloig agus uaireadóirí"	"Horloges et montres"	"Zidni, stolni i ručni satovi"	"Óra"	"Orologi"	"Laikrodžiai"	"Pulksteņi un rokas pulksteņi"	"Arloġġi u arloġġi tal-idejn jew tal-but"	"Klokken en horloges"	"Zegary i zegarki"	"Artigos de relojoaria de uso pessoal e para o lar"	"Ceasuri"	"Hodiny a náramkové hodinky"	"Ure"	"Ur och klockor"
"12313"	"12.3.1.3"	"Repair of jewellery, clocks and watches"	"4"	"1231"	"12.3.1"	"Includes:\r\n- repair of jewellery, clocks and watches"			"Поправка на бижута и часовници"	"Opravy klenotů, hodin a hodinek"	"Reparation af smykker og ure"	"Reparaturen an Schmuck und Uhren"	"Επισκευή κοσμημάτων και ρολογιών κάθε είδους"	"Reparación de joyería, bisutería y relojería"	"Ehete, kellade ja käekellade parandus"	"Korujen, kellojen ja rannekellojen korjaus"	"Seodra, cloig agus uaireadóirí a dheisiú"	"Réparation de bijoux, horloges et montres"	"Popravak nakita, zidnih, stolnih i ručnih satova"	"Ékszer és óra javítása"	"Riparazione di gioielli e orologi"	"Juvelyrinių dirbinių ir laikrodžių taisymas"	"Juvelierizstrādājumu, pulksteņu un rokas pulksteņu remonts"	"Tiswija tal-ġojjellerija, tal-arloġġi u tal-arloġġi tal-idejn jew tal-but"	"Reparatie van sieraden, klokken en horloges"	"Usługi jubilerskie, naprawa zegarów i zegarków"	"Reparação de artigos de joalharia, bijutaria, ourivesaria e relojoaria"	"Repararea bijuteriilor și a ceasurilor"	"Oprava šperkov, hodiniek a náramkových hodiniek"	"Popravilo nakita in ur"	"Reparation av smycken och ur"
"1232"	"12.3.2"	"Other personal effects"	"3"	"123"	"12.3"	"Includes:\r\n- travel goods and other carriers of personal effects: suitcases, trunks, travel bags, attaché cases, satchels, hand-bags, wallets, purses, etc.\r\n- articles for babies: baby carriages, pushchairs, carrycots, recliners, car beds and seats, back-carriers, front carriers, reins and harnesses, etc.\r\n- articles for smokers: pipes, lighters, cigarette cases, cigar cutters, ashtrays, etc.\r\n- miscellaneous personal articles: sunglasses, walking sticks and canes, umbrellas and parasols, fans, keyrings, etc.\r\n- funerary articles: coffins, gravestones, urns, etc.\r\n- repair of other personal effects\r\n\r\nAlso includes:\r\n- lighter fuel\r\n- wall thermometers and barometers"	"Excludes: \r\n- baby furniture (05.1.1)\r\n- shopping bags (05.2.0)\r\n- feeding bottles (05.4.0)"		"Други лични вещи"	"Ostatní osobní předměty a doplňky"	"Andre personlige effekter"	"Andere persönliche Gebrauchsgegenstände"	"Άλλα προσωπικά είδη"	"Otros efectos personales"	"Muud isiklikud esemed"	"Muut henkilökohtaiset esineet"	"Earraí pearsanta eile"	"Autres effets personnels"	"Ostali osobni predmeti"	"Egyéb személyes tárgyak"	"Altri effetti personali"	"Kiti asmeniniai daiktai"	"Citi priekšmeti personiskai lietošanai"	"Proprjetà personali oħra"	"Overige artikelen voor persoonlijk gebruik"	"Pozostałe artykuły użytku osobistego"	"Outros artigos pessoais"	"Alte efecte personale"	"Ostatné osobné doplnky"	"Drugi predmeti za osebno rabo"	"Andra personliga tillhörigheter"
"12321"	"12.3.2.1"	"Travel goods"	"4"	"1232"	"12.3.2"	"Includes:\r\n- travel goods and other carriers of personal effects: suitcases, trunks, travel bags, attaché cases, satchels, hand-bags, wallets, purses, etc."	"Excludes: \r\n- shopping bags (05.2.0.9)"		"Артикули за пътуване и пренасяне на лични вещи"	"Cestovní potřeby"	"Rejseartikler"	"Reiseartikel und andere Täschnerwaren"	"Είδη ταξιδίου"	"Artículos de viaje"	"Reisitarbed"	"Matkustustarvikkeet"	"Earraí taistil"	"Articles de voyage"	"Predmeti za putovanja"	"Utazási cikkek"	"Articoli da viaggio"	"Kelionės reikmenys"	"Ceļojuma piederumi"	"Oġġetti tal-ivvjaġġar"	"Reisartikelen"	"Artykuły podróżne"	"Artigos de viagem"	"Articole de voiaj"	"Cestovné potreby"	"Predmeti za potovanje"	"Reseffekter"
"12322"	"12.3.2.2"	"Articles for babies"	"4"	"1232"	"12.3.2"	"Includes:\r\n- articles for babies: \r\n  • baby carriages\r\n  • pushchairs\r\n  • carrycots\r\n  • recliners\r\n  • car beds and seats\r\n  • back-carriers\r\n  • front carriers\r\n  • reins and harnesses"	"Excludes: \r\n- baby furniture (05.1.1.9)\r\n- shopping bags (05.2.0.9) Bizarre, what question led to this conclusion? I could imagine "where to put shopping bags designed to be used with a baby carriage, but then the exclusion should be more specific and a follow-up question is where to put other accessories for baby carriages. \r\n- feeding bottles (05.4.0.3)"		"Артикули за бебета"	"Výrobky pro děti"	"Babyartikler"	"Ausstattung für Babys"	"Είδη για βρέφη"	"Artículos para bebés"	"Imikutooted"	"Vauvantarvikkeet"	"Earraí le haghaidh naíonán"	"Articles pour bébés"	"Predmeti za malu djecu"	"Csecsemőknek készült cikkek"	"Articoli per bambini"	"Kūdikiams skirti reikmenys"	"Preces zīdaiņiem"	"Oġġetti għat-trabi"	"Artikelen voor baby's"	"Artykuły dla dzieci"	"Artigos para bebés"	"Articole pentru sugari"	"Veci pre deti"	"Izdelki za dojenčke"	"Spädbarnsartiklar"
"12323"	"12.3.2.3"	"Repair of other personal effects"	"4"	"1232"	"12.3.2"	"Includes:\r\n- repair of travel goods and other carriers of personal effects: suitcases, trunks, travel bags, attaché cases, satchels, hand-bags, wallets, purses, etc.\r\n- repair of articles for babies: baby carriages, pushchairs, carrycots, recliners, car beds and seats, back-carriers, front carriers, reins and harnesses, etc."			"Поправка на други лични вещи"	"Opravy ostatních osobních předmětů a doplňků"	"Reparation af andre personlige effekter"	"Reparatur von Reiseartikeln und anderen Täschnerwaren sowie Ausstattungen für Babys"	"Επισκευή άλλων προσωπικών ειδών"	"Reparación de otros efectos personales"	"Muude isiklike esemete parandus"	"Henkilökohtaisten esineiden korjaus"	"Earraí pearsanta eile a dheisiú"	"Réparation d'autres effets personnels"	"Popravak ostalih osobnih predmeta"	"Egyéb személyes tárgyak javítása"	"Riparazione di altri effetti personali"	"Kitų asmeninių daiktų taisymas"	"Citu personiskās lietošanas priekšmetu remonts"	"Tiswija tal-proprjetà personali l-oħra"	"Reparatie van andere artikelen voor persoonlijk gebruik"	"Naprawa pozostałych artykułów użytku osobistego"	"Reparação de outros artigos pessoais"	"Repararea altor efecte personale"	"Oprava ostatných osobných doplnkov"	"Popravila drugih predmetov za osebno rabo"	"Lagning av andra personliga tillhörigheter"
"12329"	"12.3.2.9"	"Other personal effects n.e.c."	"4"	"1232"	"12.3.2"	"Includes:\r\n- wall thermometers and barometers\r\n- articles for smokers: pipes, lighters, lighter fuel, cigarette cases, cigar cutters, ashtrays, etc.\r\n- miscellaneous personal articles: sunglasses, walking sticks and canes, umbrellas and parasols, fans, keyrings, etc.\r\n- funerary articles: coffins, gravestones, urns, etc.\r\n- repair of other personal effects n.e.c."	"Excludes: \r\n- wellness and esoteric products (12.1.3.2)"		"Други лични вещи, некласифицирани другаде"	"Ostatní osobní předměty a doplňky j. n."	"Andre personlige effekter i.a.n."	"Andere persönliche Gebrauchsgegenstände, a.n.g."	"Άλλα προσωπικά είδη π.δ.κ.α."	"Otros efectos personales n. c. o. p."	"Mujal klassifitseerimata muud isiklikud esemed"	"Muut henkilökohtaiset esineet, muualle luokittelemattomat"	"Earraí pearsanta eile g.a.e."	"Autres effets personnels n.c.a."	"Ostali osobni predmeti, d. n."	"Máshova nem sorolt egyéb személyes tárgyak"	"Altri effetti personali n.c.a."	"Kiti niekur kitur nepriskirti asmeniniai daiktai"	"Citi citur neklasificēti priekšmeti personiskai lietošanai"	"Proprjetà personali oħra li mhuma kklassifikati mkien ieħor"	"Overige artikelen voor persoonlijk gebruik n.e.g."	"Pozostałe artykuły użytku osobistego, gdzie indziej niesklasyfikowane"	"Outros artigos pessoais, n.e."	"Alte efecte personale n.c.a."	"Ostatné osobné doplnky i. n."	"Drugi predmeti za osebno rabo, d.n."	"Andra personliga tillhörigheter, ej tidigare nämnda"
"124"	"12.4"	"Social protection"	"2"	"12"	"12"	"Social protection as defined here covers assistance and support services provided to persons who are: elderly, disabled, having occupational injuries and diseases, survivors, unemployed, destitute, homeless, low-income earners, indigenous people, immigrants, refugees, alcohol and substance abusers, etc. It also covers assistance and support services provided to families and children."			"Социални услуги"	"Sociální péče"	"Social beskyttelse"	"Dienstleistungen sozialer Einrichtungen"	"Κοινωνική προστασία"	"Protección social"	"Sotsiaalkaitse"	"Sosiaaliturva"	"Cosaint shóisialta"	"Protection sociale"	"Socijalna zaštita"	"Szociális védelem"	"Assistenza sociale"	"Socialinė apsauga"	"Sociālā aizsardzība"	"Protezzjoni soċjali"	"Sociale bescherming"	"Ochrona socjalna"	"Proteção social"	"Protecție socială"	"Sociálna ochrana"	"Socialna zaščita"	"Socialt skydd"
"1240"	"12.4.0"	"Social protection"	"3"	"124"	"12.4"	"Includes\r\n- residential care, home help, day care and rehabilitation. More specifically, this class covers payments by households for:\r\n  • retirement homes for elderly persons, residences for disabled persons, rehabilitation centres providing long-term support for patients rather than health care and rehabilitative therapy, schools for disabled persons where the main aim is to help students overcome their disability\r\n  • help to maintain elderly and disabled persons at home (home-cleaning services, meal programmes, day-care centres, day-care services and holiday-care services)\r\n  • wet-nurses, crèches, play schools and other child-minding facilities\r\n  • counselling, guidance, arbitration, fostering and adoption services for families"			"Социални услуги"	"Sociální péče"	"Social beskyttelse"	"Dienstleistungen sozialer Einrichtungen"	"Κοινωνική προστασία"	"Protección social"	"Sotsiaalkaitse"	"Sosiaaliturva"	"Cosaint shóisialta"	"Protection sociale"	"Socijalna zaštita"	"Szociális védelem"	"Assistenza sociale"	"Socialinė apsauga"	"Sociālā aizsardzība"	"Protezzjoni soċjali"	"Sociale bescherming"	"Ochrona socjalna"	"Proteção social"	"Protecție socială"	"Sociálna ochrana"	"Socialna zaščita"	"Socialt skydd"
"12401"	"12.4.0.1"	"Child care services"	"4"	"1240"	"12.4.0"	"Includes:\r\n- child-minding outside the home\r\n- nurseries, day-care facilities, wet-nurses, crèches and other child-minding facilities for babies\r\n- Kindergarten (other than educational)\r\n- after school centres"	"Excludes:\r\n- babysitters etc. (05.6.2.1) \r\n- educational Kindergartens (division 10)"		"Детски ясли"	"Dětské jesle"	"Børnepasning"	"Kinderbetreuung"	"Υπηρεσίες φροντίδας παιδιών"	"Servicios de cuidado de niños"	"Lapsehoiuteenused"	"Lastenhoitopalvelut"	"Seirbhísí cúraim leanaí"	"Services de garde d'enfants"	"Usluge skrbi o djeci"	"Gyermekgondozási szolgáltatások"	"Servizi di custodia dei bambini"	"Vaikų priežiūros paslaugos"	"Bērnu aprūpes pakalpojumi"	"Servizzi ta' indukrar tat-tfal"	"Kinderopvang"	"Opieka nad dziećmi"	"Serviços de acolhimento de crianças"	"Servicii de îngrijire a copiilor"	"Služby starostlivosti o deti"	"Varstvo otrok"	"Barnomsorg"
