name,category,code,prediction,correct_option,match
royal gala 75/80 cpq vs.750g it.ict,ortofrutta frutta fresca,01.1.6.3,,False,False
golden delicius cat.i cal.75-80 orig.ita,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
mele pinova cat.i cal.80-85 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
mele golden melinda calibro 75 80 italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
mele stayman cat.i cal.85-90 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
percorso qualita mele granny smith italia cal. 75/80 cat. i conad,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
conad percorso qualita mele pinova italia cal. 70/75 2000 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
m.royal gala 65/70 vs.850g ita.ict,ortofrutta frutta fresca,01.1.6.3,,True,False
mele gradisca 75/80 vass.750g it.ic,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
m.cripps pink lady 75/80 800g it.ic,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
"m.royal mel.bio 65/75 kg.1,2 it.iic",ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.2,False,False
"mele gala italia cal.70/75 0,600 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.4,False,False
"""fuji""""i"""" 75-80 ita cpq vs.750g""",ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
"sapori & dintorni conad mele golden delicious val venosta mela alto adige igp cal. 80-85 mm 0,90 kg",ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
mele golden melinda italia cal. 75/80 cat. i vassoio 800g melinda,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,False
percorso qualita mele red delicious italia val di non dop cal. 80/85 cat. i sapori e dintorni,ortofrutta frutta fresca,01.1.6.3,02.1.2.1,True,False
mela renetta 80/85 melinda italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
mele nicoter kanzi 78/83 gr 800 italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
mele pink lady calibro 75 80 cile i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,True
percorso qualita mele golden delicious italia cal. 75/80 cat. l conad,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,True
f&v mele morghenduft it 80/85 al kg,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
conad cous cous 250 g,ortofrutta legumi e cereali,01.1.1.5,01.1.1.5,True,True
nuova terra scelti per te cous cous 400 g,ortofrutta legumi e cereali,01.1.1.5,01.2.1.0,False,False
cous cous 250 g conad,ortofrutta legumi e cereali,01.1.1.5,01.1.8.5,False,False
patate novella orig. italia,ortofrutta verdure,01.1.7.5,01.1.7.4,False,False
patate tondello vasc.1kg,ortofrutta verdure,01.1.7.5,01.1.7.9,True,False
conad verso natura bio patate a pasta gialla bio colomba italia cal. 40/60 1000 g,ortofrutta verdure,01.1.7.5,01.1.7.4,False,False
"selenella novella 1,5 kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"conad percorso qualita patate per tutti gli usi vivaldi italia cal. 45/75 2,0 kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"conad percorso qualita patate ideali per fritture vivaldi italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate per tutti gli usi vivaldi italia cal. 45/75 1,5 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"conad percorso qualita patate per tutti gli usi colomba italia cal. 45/75 1,5 kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate nov.iodi'kg.1,25 italia ict",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate della sila igp s&d ita 1,5kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"conad percorso qualita patate rosse labella italia cal. 45/75 1,5kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate rosse labella italia cal. 45/75 1,5kg percorso qualita conad",ortofrutta verdure,01.1.7.5,,False,False
patate avezzano igp italia i categoria kg 1.5,ortofrutta verdure,01.1.7.5,,False,False
patate alto viterbese igp kg 2 italia i categoria,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate della sila igp rosse i categoria kg 1.5,ortofrutta frutta fresca,01.1.7.5,01.1.7.2,False,False
"patate colomba italia cal. 45/75 2,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,01.2.1.0,False,False
patate rosse italia icategoria kg 1.5,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate novelle iodi kg. 1,5 italia",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate italia cat. i,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate dolci vasc.800g egitto i cat,ortofrutta verdure,01.1.7.5,01.1.7.9,True,False
patate viola 500g italia i cat,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate ita s.4kg,ortofrutta verdure,01.1.7.5,01.2.1.0,False,False
patate dolci orig.stati uniti,ortofrutta verdure,01.1.7.5,01.1.7.4,False,False
patate tondello italia cat. i vaschetta 1kg,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate naturella x bollito kg 1.5 francia ii categoria,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg percorso qualita conad",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
"patate della sila kg 1,5 igp italia i categoria",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate chef,ortofrutta verdure,01.1.7.5,01.1.7.2,False,False
patate emiliane romagnole kg5,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate piccoli ortolani francia cl45/75,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate a pasta gialla bio colomba italia cal. 40/60 1000 g verso natura conad,ortofrutta frutta e verdure biologiche,01.1.7.5,01.2.1.0,False,False
patate ita cpq.vb.4kg,ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
patate calabria rt.kg.3 it.i cat.,ortofrutta verdure,01.1.7.5,01.1.7.9,True,False
"conad percorso qualita patate gialle avanti italia cal 45/75 formato convenienza 4,0 kg",ortofrutta verdure,01.1.7.5,01.1.7.9,False,False
opera pera abate 90 g,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
conad percorso qualita pere abate fetel italia cal. 65/70 850 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad percorso qualita pere williams italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere abate cpq cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad percorso qualita pere williams rosso italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere kaiser 70/75 vass.gr.750 it.ic,ortofrutta frutta fresca,01.1.6.3,01.1.4.6,False,False
"conad verso natura bio pere william italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.4,False,False
pere williams cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
conad percorso qualita pere kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere decana cat.i cal.85-90 orig.ndl,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere conference calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
sapori & dintorni conad percorso qualita pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3,,False,False
conad percorso qualita pere red bartlet argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
"conad verso natura bio pere abate italia cal. 65/70 0,600 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.2,False,False
pere abate 65/70 cile 750g i cat,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pere coscia or.cile 45+ 500g icat,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,False
sapori & dintorni conad pere coscia della sicilia italia cal. 45/50 750 g,ortofrutta frutta fresca,01.1.6.3,01.1.1.5,False,False
conad percorso qualita pere williams italia cal. 65/70 1 kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere coscia cile c.50/55 i cat,ortofrutta frutta fresca,01.1.6.3,,False,False
pere coscia 500g orsero cile i cat,ortofrutta frutta fresca,01.1.6.3,,False,False
conad percorso qualita pere williams argentina cal. 65/70 mm 650 g,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,False
pere abate cat.i cal.70-75 orig.sud africva,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere kaiser cat.i cal.70-75 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere williams cat.i cal.70/75 orig.argentina,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
abate f. i 60-65 ita cs.1kg.,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
conad percorso qualita pere williams argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,True
kaiser i 65-70 ita igp.vs.650g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
"pere abate italia cal. 65/70 0,600 kg verso natura bio conad",ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.2,False,False
"abate i 65-70 ita igp.vs.0,80g",ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad percorso qualita pere max red bartlett argentina cal. 65/70 650 g,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere angelys 70/75 700g 4fr.it ict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere rocha cal.65/70 portogallo ict,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,False
pere abate cal.65/70 cpq it.i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere carmen c.55/65 c.ap.ita.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,False
pere conference 60+ italia i cat,ortofrutta frutta fresca,01.1.6.3,,False,False
pere abate calibro 65 70 italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere abate fetel cat.i cal.65-70 orig.cile,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere s.maria 65+ or.italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
conad percorso qualita pere williams italia cal. 65/70 1000 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere abate 75/75 cile i cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,False
pere coscia cat.i cal.50+ orig.italia,ortofrutta frutta fresca,01.1.6.3,,False,False
pere conference 65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
pere abate vass.650g 60/65 ita.i ct,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 75/80 900 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pere conference ct i al kg,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pere decana cat.i cal.75/80 orig.cile,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
percorso qualita pere abate fetel italia cal. 70/75 cat. i conad,ortofrutta frutta fresca,01.1.6.3,01.1.4.7,False,False
pere coscia cal.50+ or.spagna icat,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
f&v pere decana padel.za 70/80 cera la al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
conad cpq pere abate ct i al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere abate cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere coscia calibro 50+ italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere conference italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
pere coscia cile cal.50/55 i cat,ortofrutta frutta fresca,01.1.6.3,01.1.4.7,False,False
pere kaiser 70/75 cpq italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
"conad percorso qualita pere abate fetel italia cal. 65/70 0,850 kg",ortofrutta frutta fresca,01.1.6.3,01.1.6.4,True,False
pere santa maria italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,False
pera williams bianca cat.i cal.65-70 orig.sudafrica,ortofrutta frutta fresca,01.1.6.3,,True,False
pere abate 65/70 vassoio gr 750 cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere conference cat.i cal 70-75 orig.olanda,ortofrutta frutta fresca,01.1.6.3,,False,False
pere conference italia cal. 60+ cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
pere abate it cti 55/65  kg1,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pere kaiser cile cal.70+c.org.icat,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
conad percorso qualita pere williams italia cal. 65/70 mm 1000 g,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,True,False
pere abate estero cat. i cal. 65/70,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pere decana cal. 80/85 cat. i paesi bassi,ortofrutta frutta fresca,01.1.6.3,01.1.6.1,False,False
sapori & dintorni conad pera dell'emilia-romagna igp kaiser italia cal. 70/75 750 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere carmen cal.65/70 italia i cat,ortofrutta frutta fresca,01.1.6.3,,False,False
pere conference 70/75 italia i categoria,ortofrutta frutta fresca,01.1.6.3,,False,False
pere coscia 45+ vs.500g or.cile ict,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
f&v pere coscia cile cti cl50/55 al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere coscia italia cal.45+ 3x4 ict*,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere decana ceralacca 75/80 it.icat,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pere kaiser 65/70 conad pq italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,False
pere conference 65/70 olanda icat,ortofrutta frutta fresca,01.1.6.3,01.2.3.0,False,False
pere abate italia cal. 65/70 cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
conad percorso qualita pere william bianche argentina cal. 65/70 cat. i 650g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
decana 75/80  i  cile  ct.,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
f&v pere coscia cile cal 55/60 cat i al kg,ortofrutta frutta fresca,01.1.6.3,,False,False
pere s.maria i 60-65 ita vs.800gr,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
"conad percorso qualita pere max red barlett cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
p.williams rosse 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
p.williams verdi 55/65 kg.1 it.iict,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
"conad percorso qualita pere williams italia cal. 70/75 0,750 kg",ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pere decana italia cal. 70/75 cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere carmen cat.i cal.70-75 orig.ita,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pere abate cal.55/65 kg.1 it.ii cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.1,False,False
pere carmen cal.60/65 c.ap.ita.i ct,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,False
p.williams verdi 65/70 sud.afr.i ct,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
sapori & dintorni conad pesche saturnia delle colline marchigiane italia cal. a 500 g,ortofrutta frutta fresca,01.1.6.3,02.1.2.1,False,False
pesca noce gialla cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca gialla cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche cal.aa cpq ita.i.ct,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
"conad verso natura bio nettarine gialle bio italia cal. a 0,750 kg",ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera cal.a italia icat,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,True,False
conad percorso qualita nettarine gialle big bang italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
"conad verso natura bio pesche gialle bio cal. b 0,750 kg",ortofrutta frutta e verdure biologiche,01.1.6.3,,False,False
pesche tabacchiera b spagna 3x4 ic,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera cal.aa cpq it.ict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca noce gialle cat.i cal.a orig.cile,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cal.aa cpq italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche noci p.gialla aa cpq.it.icat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche nettarine gialle italia cal. b cat. ii,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca gialla i aa ita cpq pd.,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche bianche a italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
percorso qualita pesche gialle italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera aaa kg 1 terre sabine italia i,ortofrutta frutta fresca,01.1.6.3,,False,False
percorso qualita pesche gialle italia cal. a cat. i conad,ortofrutta frutta fresca,01.1.6.3,01.1.8.6,False,False
pesche gialle aaa  italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
percorso qualita pesche bianche italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesche gialle cal.a italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche cal.a or.it.i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche aa cpq i cat.italia,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
pesche tabacchiere bianche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesca di leonforte igp a sicil.ic,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche percoche aa spagna icat,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
"conad verso natura bio nettarine gialle bio cal. b 0,750 kg",ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche b cest.ap.sp.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche gialle b cest.kg.1 it.i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pesca noce gialla cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche cal.aa it.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cal.aa italia i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesche noci p.bianca aa it.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche noci p.gialla aa it.i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche gialle italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,,False,False
pesche bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesche percoche a spagna 3x5 i cat,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
f&v nettarine cl b al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca bianca cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca bianca cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,,False,False
pesche bianche spagna aa i cat.,ortofrutta frutta fresca,01.1.6.3,01.1.3.1,False,False
pesca noce gialle cat.i cal.aa orig.cile,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cal.aa spagna i ct,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
nettarine gialle it i  b kg1,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca gialla i scelta cal a al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca noce gialla cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche nettarine bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesca noce bianca cpq cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche noci p.gialla cl.a cpq.it.ic,ortofrutta frutta fresca,01.1.6.3,,False,False
pesche bianche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesca noce bianca i aa cpq pd.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
conad percorso qualita pesche gialle,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,False
percorso qualita pesche nettarine gialle italia cal. aa cat. i conad,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesche bianche cal.a cpq ita.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,False
pesca noce bianca cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
sapori & dintorni conad percorso qualita pesche saturnia delle colline marchigiane italia cal.a 500g,ortofrutta frutta fresca,01.1.6.3,02.1.2.1,False,False
pesca gialla cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche italia cal. aaa cat. i,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesche tabacchiere bianche italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
f&v pesca bianca bivona cti cl b kg 1,ortofrutta frutta fresca,01.1.6.3,,False,False
pesche bianche aaa terre sabine italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pescabivona i  a ita igp cs.1kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca bianca ct i al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad percorso qualita pesche bianche maria bianca italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca bianca saturnia cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca tabacchiera i scelta al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche noci conf kg.1,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca gialla cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca tabacchiera i gialla al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche percoche italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.9.3,False,False
f&v pesca bianca di bivona cl a al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cal.24/26 it.ii cat,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,False
pesca gialla (percoche) cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
nettarine b.piatte  i a ita 600g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera b 500g ita.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca noce bianca  i  aa esp.pd.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche gialle italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.6.1,False,False
pesche bianche aaa italia 4x6 icat,ortofrutta frutta fresca,01.1.6.3,01.1.7.1,False,False
conad percorso qualita nettarine bianche romagna red italia cal. b 1000 g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca bianca cpq cat.i cal.a orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.5,False,False
pesche gialle bio italia ii categoria gr 750,ortofrutta frutta e verdure biologiche,01.1.6.3,01.1.7.4,False,False
pesche gialle cal.a/aa it.ii cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesca di leonforte igp aa sic.it.ic,ortofrutta frutta fresca,01.1.6.3,01.1.6.1,True,False
pesche gialle  italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca percoche i  a esp pd.,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesca tabacchiera cal.aa spagna i c,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche cal.b italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesca noce gialla i  aaa ita cpq,ortofrutta frutta fresca,01.1.6.3,,False,False
pesca percoche aa spagna i cat,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
pesche nettarine gialle italia cal. a cat. ii,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche nettarine gialle italia cal. aa cat. i,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche percoche cal.aa spagna icat.,ortofrutta frutta fresca,01.1.6.3,01.1.3.1,False,False
pesca saturnia s&d gr.500,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche noci gialle i aa cile,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesca bianca saturnia cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca tabacchiera cal.a 500g it.ict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca noce gialla i a ita cpq,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesca gialla i aaa ita cpq pd.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca gialla cat i cal aaa orig.ita,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche nettarine gialle italia cal. a cat. i,ortofrutta frutta fresca,01.1.6.3,01.1.7.9,False,False
pesca noce gialla cat i cal aaa orig. ita,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cal.a italia i cat,ortofrutta frutta fresca,01.1.6.3,02.1.1.0,False,False
pesche bianche i  aa esp,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,True
pesche gialle italia cal. aaa cat. ii,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesche gialle cal.a conad p.q.it.ic,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesche nettarine gialle italia cal. c cat. i,ortofrutta frutta fresca,01.1.6.3,,False,False
