Code,Description
09.3.1,Jeux électroniques
09.3.1,Masques
09.3.1,Déguisements
09.3.1,Farces et attrapes
09.3.1,Bibelots
09.3.1,Feux d'artifice et fusées
09.3.1,Guirlandes et décorations pour arbres de Noël
09.3.1,Timbres oblitérés
09.3.1,Albums de timbres
09.3.1,Pièces
09.3.1,Médailles
09.3.1,Minéraux
09.3.1,Spécimens zoologiques et botaniques
09.3.1,Logiciels de jeu vidéo
09.3.1,Consoles de jeu vidéo
09.3.1,Cassettes de jeux vidéo
09.3.1,CD-ROM de jeux vidéo
09.3.2,"Articles de sport, matériel de camping et matériel pour activités de plein air"
09.3.2,"Articles de sport tels que les balles, volants, filets, raquettes, battes, skis, clubs de golf, fleurets, sabres, perches, poids, disques, javelots, haltères, extenseurs pour pectoraux et autres articles pour la musculation"
09.3.2,"Matériel de camping tel que les tentes et accessoires connexes, sacs de couchage, sacs à dos, matelas pneumatiques et gonfleurs, réchauds de camping et barbecues"
09.3.2,Parachutes et équipements connexes
09.3.2,"Armes à feu et munitions pour la chasse, le sport et l'autodéfense"
09.3.2,Cannes à pêche et autres articles de pêche
09.3.2,"Articles de plage et matériel pour jeux de plein air tels que boules, croquet, frisbee, volley-ball, canots et radeaux pneumatiques et piscines gonflables"
09.3.2,Chaussures conçues spécialement en vue de la pratique d'une activité sportive
09.3.2,Casques de protection pour la pratique de sports
09.3.2,"Autres articles de protection pour la pratique de sports tels que les gilets de sauvetage, gants de boxe, vêtements matelassés, protège-tibias, lunettes, ceintures, bandages, etc."
09.3.2,Réparation de ces articles
09.3.3,"Produits pour jardins, plantes et fleurs"
09.3.3,Fleurs naturelles
09.3.3,Feuillages artificiels
09.3.3,Plantes
09.3.3,Arbustes
09.3.3,Arbrisseaux
09.3.3,Bulbes
09.3.3,Tubercules
09.3.3,Graines
09.3.3,Gazon en plaques
09.3.3,Engrais
09.3.3,Composts
09.3.3,Tourbes
09.3.3,Terreaux et terres horticoles
09.3.3,Préparations horticoles
09.3.3,Pots et bacs
09.3.3,Arbres de Noël naturels
09.3.3,Arbres de Noël artificiels
09.3.3,Frais de livraison des fleurs et plantes
09.3.4,Animaux de compagnie et articles connexes
09.3.4,Animaux de compagnie
09.3.4,Aliments pour animaux de compagnie
09.3.4,Produits vétérinaires pour animaux de compagnie
09.3.4,Produits de toilettage pour animaux de compagnie
09.3.4,Colliers pour animaux de compagnie
09.3.4,Laisses pour animaux de compagnie
09.3.4,Niches pour animaux de compagnie
09.3.4,Cages à oiseaux
09.3.4,Aquariums
09.3.4,Litière pour chats
09.3.5,Services vétérinaires et autres services pour animaux de compagnie
09.3.5,Services vétérinaires pour animaux de compagnie
09.3.5,Toilettage pour animaux de compagnie
09.3.5,Garde d'animaux de compagnie
09.3.5,Tatouage pour animaux de compagnie
09.3.5,Dressage d'animaux de compagnie
09.4.1,Services récréatifs et sportifs
09.4.1,Services récréatifs et sportifs
09.4.1,Stades
09.4.1,Hippodromes
09.4.1,Circuits de course auto-moto
09.4.1,Vélodromes
09.4.1,Patinoires
09.4.1,Piscines
09.4.1,Terrains de golf
09.4.1,Gymnases
09.4.1,Centres de culture physique
09.4.1,Courts de tennis
09.4.1,Terrains de squash
09.4.1,Salles de bowling
09.4.1,Fêtes foraines
09.4.1,Parcs d'attraction
09.4.1,Manèges
09.4.1,Balançoires
09.4.1,Équipements de terrains de jeux pour enfants
09.4.1,Billards électriques
09.4.1,Jeux destinés aux adultes
09.4.1,Pistes de ski
09.4.1,Remontées mécaniques
09.4.1,Installations analogues
09.4.1,Location de matériel et accessoires de sport et de loisirs
09.4.1,Avions
09.4.1,Bateaux
09.4.1,Chevaux
09.4.1,Skis
09.4.1,Matériel de camping
09.4.1,Cours particuliers ou collectifs de bridge
09.4.1,Cours particuliers ou collectifs d'échecs
09.4.1,Cours particuliers ou collectifs d'aérobic
09.4.1,Cours particuliers ou collectifs de danse
09.4.1,Cours particuliers ou collectifs de musique
09.4.1,Cours particuliers ou collectifs de patinage
09.4.1,Cours particuliers ou collectifs de ski
09.4.1,Cours particuliers ou collectifs de natation
09.4.1,Services de guides de montagne
09.4.1,Services de guides touristiques
09.4.1,Assistance pour la navigation de plaisance
09.4.1,Location de chaussures de ski
09.4.1,Location de chaussures de football
09.4.1,Location de chaussures de golf
09.4.1,"Location de chaussures munies de patins à glace ou à roulettes, de pointes, de crampons, etc."
09.4.2,Services culturels
09.4.2,Services fournis par les salles de cinéma
09.4.2,Services fournis par les théâtres
09.4.2,Services fournis par les opéras
09.4.2,Services fournis par les salles de concert
09.4.2,Services fournis par les music-halls
09.4.2,Services fournis par les cirques
09.4.2,Services fournis par les spectacles de sons et lumière
09.4.2,Services fournis par les musées
09.4.2,Services fournis par les bibliothèques
09.4.2,Services fournis par les galeries d'art
09.4.2,Services fournis par les salles d'exposition
09.4.2,Services fournis par les monuments historiques
09.4.2,Services fournis par les parcs nationaux
09.4.2,Services fournis par les jardins zoologiques et botaniques
09.4.2,Services fournis par les aquariums
09.4.2,Location de matériel et accessoires à fonction culturelle
09.4.2,Services de télévision et radio
09.4.2,Services de redevances et abonnements pour la télévision et la radio
09.4.2,Services de photographes
09.4.2,Développement de pellicules
09.4.2,Tirage et agrandissement de photographies
09.4.2,Réalisation de portraits
09.4.2,Réalisation de photographies de mariage
09.4.2,Services des musiciens
09.4.2,Services des clowns
09.4.2,Services des artistes se produisant dans des réceptions privées
09.4.3,Jeux de hasard
09.4.3,Rémunération des services des preneurs de paris
09.4.3,Totalisateurs
09.4.3,Casinos
09.4.3,Autres établissements de jeu
09.4.3,Machines à jeux
09.4.3,Salles de bingo
09.4.3,Loterie par grattage
09.4.3,Loterie par tirage
09.4.3,Tombolas
09.4.3,Sweepstakes
09.5.1,Livres
09.5.1,"Livres, y compris les atlas, dictionnaires, encyclopédies, manuels, guides et partitions"
09.5.1,Albums de découpages
09.5.1,Albums pour enfants
09.5.1,Reliure d'ouvrages
09.5.2,Journaux et publications périodiques
09.5.2,Journaux
09.5.2,Revues
09.5.2,Publications périodiques
09.5.2,Journaux quotidiens
09.5.2,Revues hebdomadaires
09.5.2,Magazines mensuels
09.5.2,Publications scientifiques périodiques
09.5.3,Imprimés divers
09.5.3,Catalogues
09.5.3,Imprimés publicitaires
09.5.3,Affiches
09.5.3,Cartes postales illustrées
09.5.3,Cartes postales non illustrées
09.5.3,Calendriers
09.5.3,Cartes de voeux
09.5.3,Cartes de visite
09.5.3,Faire-part
09.5.3,Cartes préimprimées
09.5.3,Cartes
09.5.3,Globes
09.5.4,Papeterie et matériel de dessin
09.5.4,Blocs-notes
09.5.4,enveloppes
09.5.4,livres comptables
09.5.4,carnets de notes
09.5.4,agendas
09.5.4,Stylos
09.5.4,crayons
09.5.4,stylos à plume
09.5.4,stylos et crayons à bille
09.5.4,stylos à feutre
09.5.4,encres
09.5.4,gommes
09.5.4,taille-crayons
09.5.4,Stencils
09.5.4,papier carbone
09.5.4,rubans pour machine à écrire
09.5.4,tampons encreurs
09.5.4,liquides correcteurs
09.5.4,Perforateurs à papier
09.5.4,massicots
09.5.4,ciseaux à papier
09.5.4,colles à papier et adhésifs
09.5.4,agrafeuses et agrafes
09.5.4,trombones
09.5.4,punaises
09.5.4,Matériel de dessin et de peinture
09.5.4,toiles
09.5.4,papier
09.5.4,carton
09.5.4,peintures
09.5.4,crayons à dessin
09.5.4,pastels
09.5.4,pinceaux
09.5.4,cartouches d'encre pour photocopieuses et imprimantes
09.5.4,matériels pédagogiques
09.5.4,cahiers
09.5.4,règles à calcul
09.5.4,instruments de géométrie
09.5.4,ardoises
09.5.4,craies
09.5.4,plumiers
09.6.0,Forfaits touristiques
09.6.0,"Forfaits touristiques composites incluant le transport, la nourriture et l'hébergement"
09.6.0,Excursions d'une demi-journée
09.6.0,Excursions d'une journée
09.6.0,Pèlerinages
09.6.0,"Circuits touristiques associant le transport, la nourriture, l'hébergement et la mise à disposition de guides"
10.1.0,Enseignement préélémentaire et primaire
10.1.0,Enseignement préélémentaire
10.1.0,Enseignement primaire
10.1.0,Niveau 0 de la CITE-97
10.1.0,Niveau 1 de la CITE-97
10.1.0,Programmes d'alphabétisation pour élèves trop âgés pour l'école primaire
10.2.0,Enseignement secondaire
10.2.0,Enseignement secondaire niveau 2 de la CITE-97
10.2.0,Enseignement secondaire niveau 3 de la CITE-97
10.2.0,Premier cycle de l'enseignement secondaire
10.2.0,Deuxième cycle de l'enseignement secondaire
10.2.0,Enseignement secondaire extrascolaire pour adultes
10.2.0,Enseignement secondaire extrascolaire pour jeunes
10.3.0,Enseignement postsecondaire non supérieur
10.3.0,enseignement postsecondaire non supérieur
10.3.0,niveau 4 de la CITE-97
10.3.0,enseignement extrascolaire postsecondaire non supérieur dispensé à des adultes
10.3.0,enseignement extrascolaire postsecondaire non supérieur dispensé à des jeunes
10.4.0,Enseignement supérieur
10.4.0,Niveau 5 de la CITE-97 : premier cycle de l'enseignement supérieur
10.4.0,Niveau 6 de la CITE-97 : deuxième cycle de l'enseignement supérieur
10.5.0,Enseignement non défini par niveau
10.5.0,Programmes d'enseignement pour adultes sans exigence de niveau scolaire préalable
10.5.0,Formation professionnelle pour adultes
10.5.0,Programmes de culture générale pour adultes sans conditions de diplôme
11.1.1,"Restaurants, cafés et établissements similaires"
11.1.1,Services de restauration fournis par les restaurants
11.1.1,Services de restauration fournis par les cafés
11.1.1,Services de restauration fournis par les buffets
11.1.1,Services de restauration fournis par les bars
11.1.1,Services de restauration fournis par les salons de thé
11.1.1,Services de restauration dans les théâtres
11.1.1,Services de restauration dans les cinémas
11.1.1,Services de restauration dans les stades
11.1.1,Services de restauration dans les piscines
11.1.1,Services de restauration dans les complexes sportifs
11.1.1,Services de restauration dans les musées
11.1.1,Services de restauration dans les galeries d'art
11.1.1,Services de restauration dans les boîtes de nuit et clubs de danse
11.1.1,"Services de restauration dans les transports publics (bus, trains, bateaux, avions, etc.)"
11.1.1,Vente de produits alimentaires et boissons par les kiosques
11.1.1,Vente de produits alimentaires et boissons par les vendeurs ambulants
11.1.1,Vente de produits alimentaires et boissons par les distributeurs automatiques
11.1.1,Vente de plats cuisinés à emporter par les restaurants
11.1.1,Vente de plats cuisinés par les traiteurs
11.1.1,Pourboires
13.1.0,Logement
13.1.0,Logement comme indiqué sous 01.0.0 dans la COPNI
13.1.0,Correspond à 04.1.1
13.1.0,Correspond à 14.1.0
07.3.3,Transporte de pasajeros por aire
07.3.3,Transporte de pasajeros por avión
07.3.3,Transporte de personas por helicóptero
07.3.3,Transporte de equipaje por aeroplano
07.3.3,Transporte de grupos de personas por aire
