name,category,code,prediction,correct_option,correct_n,match
ciliege cal.28+ cile 3x4 i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
albicocche 40+ cest.kg.1 it.i cat.,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,0,False
albicocche cat.i cal.40-50 orig.ita,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,1,True
albicocche i 45-50 zaf ct.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,1,False
prugne gialle cal.a sud afr.3x4 ict,ortofrutta frutta fresca,01.1.6.3,01.1.6.3,True,3,True
"ciliege i 28+ argentina(2,5kg cir)",ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,0,False
autunnale con prugna 200g,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,2,False
ciliegia bigarroux it i 24/26 gr500,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,True,1,False
ciliege provenienza italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,1,False
albicocche valfrutta vass.gr 600,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,True,1,False
albicocche italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
ciliegia durone  it i 24/26 gr500,ortofrutta frutta fresca,01.1.6.3,01.1.6.2,False,0,False
ciliege cile cal.jumbo i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,2,False
albicocche pellicchiella italia ict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
albicocche i  50/60 ita pd.,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
prugne jumbo 20%2f30 francia kg.5,ortofrutta frutta secca,01.1.6.3,01.1.7.2,True,1,False
susina rossa cat.i cal.30+ orig.ita,ortofrutta frutta fresca,01.1.6.3,01.1.8.3,False,0,False
ciliege marasche cat.i cal.20+ orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.6.5,False,0,False
albicocche kg.2 ega cpq ita.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
prugne fiocco,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,3,False
ciliege i 25+ ita cs.500g(trentino),ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,0,False
albicocche portici 40+ italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.4,False,0,False
albicocche i 40-45 ita cs.1kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,1,False
albicocche cat.i cal.35 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.4,False,0,False
albicocche cat.i cal.50-60 orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.4,False,0,False
ciliege italia cal.24+ ces.ap.i ct,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,0,False
albicocche italia 2kg,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,0,False
albicocche cal.35+ kg.1 italia,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,0,False
miniangurie rosse italia 40x60 icat,ortofrutta frutta fresca,01.1.6.5,01.1.7.2,False,0,False
noci di cocco civ conad(8pxpes/prez,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,3,False
ananas cpq orig.costarica,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,2,False
meloni retati italia i categoria,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
ananas costarica conad p.q. i cat.,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,3,True
"""kiwi hay.""""i""""125-135 nzl vs.500g""",ortofrutta frutta fresca,01.1.6.5,01.2.1.0,True,2,False
avocado hass colomb.s&i sf.250g ic,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,2,True
kiwi cal.36(80/85)kg.1 cpq.it.i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi hayward cpq cat.i cal.105-115 orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
cocco or.costa davorio s&i i cat,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,False,0,False
kiwi zespri green 500g.or.italia ic,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
mango bra conad vs.380g,ortofrutta frutta fresca,01.1.6.1,01.2.1.0,False,0,False
"conad verso natura bio kiwi green light italia cal. 85/100g 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.5,01.1.6.5,True,2,True
conad percorso qualita kiwi hayward italia cal. 85/100g 1000 g,ortofrutta frutta fresca,01.1.6.1,01.1.6.5,False,0,False
conad percorso qualita kiwi hayward cile cal. 93/105gr 500 g,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
meloni retati orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
kiwi zespri green 105/115 ita.i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi zespri green 500g n.zeland ict,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
ananas gialla percorso qualita conad,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,2,True
kiwi zespri sungold italia cal. 105/115 cat. i vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi hayward cat.i cal.115-125 or.nuova zelanda,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi italia cest.kg.1 85/95(33)i ct,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
sapori & idee conad percorso qualita ananas extra dolce costa rica,ortofrutta frutta fresca,01.1.6.1,01.2.1.0,True,3,False
kiwi gold i 85-95 ita 500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
mini-cocomeri orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
kiwi zespri sungold 500g.n.zelan.ic,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi gold i 125-135 nzl 500g,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi z.gold 80/90 gr.500 vassoio,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
meloni gialli orig.brasile,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
melone giallo orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
meloni retati sapori&idee ita.i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
"kiwi green light italia cal. 85/100g 0,500 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.5,01.1.6.5,True,2,True
meloni gialli 7/8 frutti ita.icat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
"conad verso natura bio kiwi hayward cile cal. 85/100g 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.5,01.1.6.5,True,2,True
kiwi green italia cat. i cal. 105/115 vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
cocomere crimson orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.7.2,True,1,False
kiwi zespri sungold 500g.it.i cat.,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
angurie italia cat. i,ortofrutta frutta fresca,01.1.6.5,01.1.7.2,False,0,False
melone retato,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi vassoio gr 300 origine italia i categoria,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
percorso qualita ananas giallo costa rica cat. i conad,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,3,True
kiwi hayward italia cal. 85/100g 1000 g percorso qualita conad,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,3,True
midi cocomere .,ortofrutta frutta fresca,01.1.6.5,01.1.7.2,False,0,False
melone giallo italia cat. i,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
meloni gialli brasile i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
percorso qualita kiwi hayward italia cal. 27 cat. i conad,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
"anguria nera""kokomero"" or.ita i cat",ortofrutta frutta fresca,01.1.6.5,01.1.6.1,False,0,False
kiwi sungold 33(90/95) 500g.it.icat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi hay. i 105-115 ita cpq,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
meloni gialli cpq italia i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
meloni gialli origine brasile i categoria,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
"anguria nera""kokomero"" it.i cat.",ortofrutta frutta fresca,01.1.6.5,01.2.1.0,False,0,False
conad percorso qualita ananas gold selection costa rica,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,4,True
meloni retati orig.marocco,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
melone verde piel de sapo,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
melone retato .,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
melone charentais,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
anguria perla nera 4/6 fr.it. i cat,ortofrutta frutta fresca,01.1.6.5,01.2.1.0,False,0,False
angurie mini italia cat. i,ortofrutta frutta fresca,01.1.6.5,01.1.4.6,False,0,False
melone liscio .,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
conad percorso qualita kiwi hayward cile cal. 113/125gr 500 g,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
f&v kiwi ct i al kg,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
conad percorso qualita kiwi hayward italia cal. 80/90g 1000 g,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
ananas del monte costarica i categoria,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,3,True
meloni lisci sapori & idee it.i cat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi gold i 145-165 nzl 450g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi hayward nuova zelanda cal. 115/125 cat. l zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
percorso qualita melone gialletto italia cat. i conad,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
kiwi sungold vass.500g.or.italia ic,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi rosso or.italia 210g 3x4 i ct,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi hayward italia cal. 85/100 1000 g percorso qualita conad,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
melone giallo  i  brasile,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
kiwi i 125-135 nzl vs.500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
ananas chiquita costa rica i^ct.,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,5,True
kiwi verdi italia cal. 122/132 cat. i 500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi gold zespri  calibro125 135 italia i categoria gr 500,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
kiwi cat.i cal.135-145 orig.italia,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
conad cpq ananas ct i al kg,ortofrutta frutta fresca,01.1.6.1,01.2.1.0,True,2,False
kiwi giallo cal.23/25 italia icat,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
meloni retati ita bio.800g,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
kiwi zespri sungold 125/135 italia i categoria,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
f&v meloni gialli ct i al kg,ortofrutta frutta fresca,01.1.6.5,01.1.6.3,True,1,False
kiwi baby giallo vassoio gr 500 italia i categoria,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,3,True
f&v ananas ct ii al kg,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,2,False
kiwi zespri sungold nuova zelanda cal. 110/115 cat. i vassoio 500g zespri,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,2,True
mango palmer brasile s&i gr 380 categoria i,ortofrutta frutta fresca,01.1.6.1,01.2.1.0,True,3,False
"conad mango gold selection brasile 0,380 kg",ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,5,True
"sapori & idee conad mango brasile 0,380 kg",ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,4,True
percorso qualita mango cat. i vassoio 380g sapori e idee brasile,ortofrutta frutta fresca,01.1.6.1,01.1.6.3,True,1,False
mango provenienza brasile i categoria,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,1,False
mango bra 380g,ortofrutta frutta fresca,01.1.6.1,01.1.7.2,True,1,False
f&v mango tommy atkins brasile al pz,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,5,True
mango or.brasile 3x4 i cat,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,1,False
mango cat. i brasile,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,1,False
mango bra vas. 380g,ortofrutta frutta fresca,01.1.6.1,01.1.7.2,False,0,False
"conad mango gold selection peru 0,380 kg",ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,5,True
mango kent or.brasile 380g conad ic,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,3,True
mangostan indonesia vasch.250g i ct,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,3,True
mango via aerea brasile i cat,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,2,True
** mango brasile 3x4 i cat,ortofrutta frutta fresca,01.1.6.1,01.1.8.3,True,1,False
melagrana italia cat. i,ortofrutta frutta fresca,01.1.6.5,01.1.6.5,True,1,True
papaya golden brasile s&i gr 380  categoria i,ortofrutta frutta fresca,01.1.6.1,01.1.6.1,True,4,True
coniglio intero,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
percorso qualita coniglio in parti conad,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio in parti,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio mezzo senza testa .,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
coniglio cosce .,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
coniglio lombate .,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
coniglio spalle .,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
cavallo fettine sceltissime cf.x8,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
"conad percorso qualita bocconcini di coniglio 0,320 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
masina sapore salute filetto equino,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
"conad percorso qualita coniglio in parti 0,450 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio in parti conf. cpq,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio a meta',carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
"masina sapore salute fettine sceltissime equino 0,280 kg",carne altre specie,01.1.2.2,01.1.2.2,True,11,True
conad percorso qualita coniglio meta in parti circa 700 g,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
lombo di coniglio disossato cs x 3,carne avicunicola,01.1.2.2,01.1.2.2,True,5,True
fettine scelte di equino,carne altre specie,01.1.2.2,01.1.2.4,True,11,False
"conad percorso qualita coniglio intero circa 1,400 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,12,True
coniglio coscia cf.cpq csx4,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
fettine di coniglio cs x 5,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
coniglio a meta,carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
cavallo carpaccio cf.x 8,carne altre specie,01.1.2.2,01.1.2.2,True,10,True
fettine scelte di equino x 6,carne altre specie,01.1.2.2,01.1.2.2,True,12,True
carne di equino fettine,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
coniglio nazionale intero al kg,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
conad percorso qualita spalla di coniglio circa 300 g,carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
coniglio intero conf. cpq x3,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
costatina di coniglio,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
"masina sapore salute filetto equino 0,250 kg",carne altre specie,01.1.2.2,01.1.2.2,True,10,True
"conad percorso qualita spallette di coniglio 0,330 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
fettine di reale equino x 6,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
"conad percorso qualita coscia di coniglio 0,230 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio nazionale a pezzi,carne avicunicola,01.1.2.2,01.1.2.2,True,7,True
"bocconcini di coniglio 0,320 kg percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
anteriore di coniglio,carne avicunicola,01.1.2.2,01.1.2.2,True,10,True
coniglio intero conf cpq csx3 .,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
cavallo fettine scelt.me atm 280g,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
"coniglio in parti 0,450 kg percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio in parti al kg,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
macinato equino atm 300g,carne altre specie,01.1.2.2,01.1.2.2,True,12,True
filetto equino a fette atm 250g,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
conad percorso qualita coniglio in parti,carne avicunicola,01.1.2.2,01.1.2.2,True,8,True
conad percorso qualita coniglio intero,carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
cavallo controfiletto s/o,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
conad percorso qualita spalla di coniglio,carne avicunicola,01.1.2.2,01.1.2.2,True,12,True
cavallo carpaccio atm 150g,carne altre specie,01.1.2.2,01.1.2.2,True,11,True
costata c/osso equino skin,carne altre specie,01.1.2.2,01.1.2.2,True,10,True
cavallo controfiletto atm 300g,carne altre specie,01.1.2.2,01.1.2.2,True,12,True
"conad percorso qualita bracioline di coniglio 0,350 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
conad percorso qualita coscia di coniglio,carne avicunicola,01.1.2.2,01.1.2.2,True,12,True
sella di coniglio,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio disossato farcito,carne avicunicola,01.1.2.2,01.1.2.2,True,6,True
"coniglio nostrano ""agr.pettorossi""",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
cosce di coniglio al kg,carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
conad percorso qualita coniglio meta circa 800 g,carne avicunicola,01.1.2.2,01.1.2.2,True,11,True
cavallo fettine scamone,carne altre specie,01.1.2.2,01.1.2.2,True,9,True
bocconcini equino atm 320g,carne altre specie,01.1.2.2,01.1.2.2,True,12,True
"bracioline di coniglio 0,350 kg percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,9,True
coniglio ischitano,carne bovina,01.1.2.2,01.1.2.2,True,12,True
"masina sapore salute controfiletto equino 0,300 kg",carne altre specie,01.1.2.2,01.1.2.2,True,11,True
limoni (non trattato) cat.i cal.4 orig.ita,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
lime mex conad vs.300g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
mandarini cal.1/2 italia i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
limoni foglia cal.3/4 italia i cat.,ortofrutta frutta fresca,01.1.6.2,01.1.8.3,True,3,False
limoni 500g cpq or.sud africa i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
"limoni verdello italia 0,500 kg verso natura conad",ortofrutta frutta e verdure biologiche,01.1.6.2,01.1.7.9,True,1,False
conad verso natura bio clementine biologiche italia cal. 4 750 g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
sapori & dintorni conad limone costa d'amalfi i.g.p. primofiore italia cal. 5 500 g,ortofrutta frutta fresca,01.1.6.2,01.2.1.0,True,1,False
"""pompelmi rossi """"i""""4-5 zaf rt 1kg""",ortofrutta frutta fresca,01.1.6.2,01.1.6.5,True,2,False
"""limone""""i""""4 ita cpq.rt 500g""",ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
"conad verso natura bio limoni verdello italia 0,500 kg",ortofrutta frutta e verdure biologiche,01.1.6.2,01.1.7.9,False,0,False
"sapori & idee conad lime brasile 0,300 kg",ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
"conad percorso qualita limoni femminello italia calibro 5 0,500 kg",ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,3,False
conad percorso qualita limoni eureka sud africa cal. 4 500 g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
conad percorso qualita clementine italia cal. 4 2 kg,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
mandarini italia cal. 1/2 cat. i,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
limoni siracusa igp gr 400 italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
limoni 500g cpq italia i cat,ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,1,False
clementine senza semi cat.i cal.2 orig.italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
pompelmi tris rossi jaffa isr.icat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
conad percorso qualita clementine italia cal. 3 1 kg,ortofrutta frutta fresca,01.1.6.2,01.2.1.0,True,3,False
"sapori & dintorni conad percorso qualita ""limone costa d'amalfi"" igp italia cal. 5 500 g",ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,2,False
mandarini cat.i cal.1-2 orig.italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,6,True
limoni primofiore spagna i cat,ortofrutta frutta fresca,01.1.6.2,01.1.8.3,True,4,False
pompelmi rossi rt.kg.1 turchia icat,ortofrutta frutta fresca,01.1.6.2,01.2.1.0,True,2,False
limoni costiera gr 500 italia i categoria,ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,4,False
percorso qualita limoni italia cal. 4 cat. i rete 500g conad,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
conad percorso qualita limoni eureka sud africa cal. 4 700 g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
clementine tacle cat.i cal.1xx orig.italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,7,True
limoni costiera italia cal. 5 cat. i rete 500g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
pompelmi rossi cal.4/5 kg 1 italia i categoria,ortofrutta frutta fresca,01.1.6.2,01.2.1.0,True,3,False
limone cedro cat.ii cal. n.cal origine italia,ortofrutta frutta fresca,01.1.6.2,01.1.8.3,True,6,False
pompelmi rossi i  5 esp ct.,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
clementine foglia 2/3 calabria it.i,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
sapori & dintorni conad clementine di calabria igp italia cal. 2 1 kg,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
clementine cat.i cal.2 orig.italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,6,True
pompelmi rossi 50/55 s.africa i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
mandarini cat.i cal. 1-1x orig.spagna,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
pompelmi rossi cat.i cal.4-5 orig.cipro,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
"conad percorso qualita clementine nadorcott spagna cal. 3 1,5 kg",ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,2,False
pompelmi rossi i 4-5 zaf ct.,ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,2,False
"conad percorso qualita clementine italia cal. 3 1,5 kg",ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
mandarini senza semi cat.i cal.1 orig.spagna,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
limoni sfusi,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
limoni costiera  italia i categoria,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
clementine italia cal. 2 cat. i,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
clementine foglia italia cal. 2 cat. i,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
pompelmo rosso spagna 20/22 i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
pompelmi rossi cat.i cal.4-5 orig.zaf,ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,1,False
clementine igp cal.2 kg.1 s&d it.ic,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
limoni sorrento igp italia i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
"limoni siciliani ""veronesi"" gr 500 italia i categoria",ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,2,False
clementine foglia 2/3 italia i cat,ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,3,False
limoni verdelli 500g italia icat,ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,3,False
pompelmi rossi cat.i cal.4-5 orig.turchia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,2,True
limone costa d'amalfi i.g.p. primofiore italia cal. 5 500 g sapori & dintorni conad,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
pompelmi rossi kg.1 sud africa icat,ortofrutta frutta fresca,01.1.6.2,01.1.6.5,True,3,False
mandarini i  1x zaf ct,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
conad percorso qualita limoni italia cal. 5 700 g,ortofrutta frutta fresca,01.1.6.2,01.1.7.4,True,3,False
limoni amalfi igp gr 500 sapori e d'intorni 1 categoria,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,3,True
limone eureka i  3 zaf pd,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
"limoni igp""rocca imperiale""ita.icat",ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
pompelmi rossi  i 4-5 zaf rt 1kg,ortofrutta frutta fresca,01.1.6.2,01.1.7.2,True,2,False
"conad percorso qualita clementine spagna cal. 3 (54-64mm) 1,5 kg",ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
f&v clementine foglia cat.i cl2/3 it al kg,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
limoni i cat. italia,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
limoni primofiore costiera gr.500,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
limoni foglia italia cal. 3 cat. ii,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
limoni igp siracusa or.italia i cat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
clementine calabria cal.2/3 it.icat,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,5,True
mandarini cat i cal 1-1xx orig.sud africa,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,6,True
conad percorso qualita clementine clemenrubi italia cal. 4 (50-60mm) 2500 g,ortofrutta frutta fresca,01.1.6.2,01.1.6.2,True,4,True
