Code,Description
08.3.0,Llamadas telefónicas desde cabinas en oficinas de correos
08.3.0,Llamadas telefónicas desde hoteles
08.3.0,Llamadas telefónicas desde cafés
08.3.0,Llamadas telefónicas desde restaurantes
08.3.0,Llamadas telefónicas desde lugares similares a restaurantes y cafés
08.3.0,Servicios de telegrafía
08.3.0,Servicios de télex
08.3.0,Servicios de facsímile
08.3.0,Servicios de transmisión de información
08.3.0,Servicios de conexión a la Internet
08.3.0,Alquiler de teléfonos
08.3.0,Alquiler de máquinas de facsímile
08.3.0,Alquiler de contestadores telefónicos
08.3.0,Alquiler de altoparlantes para teléfonos
08.3.0,Servicios de radiotelefonía
08.3.0,Servicios de radiotelegrafía
08.3.0,Servicios de radiotélex
09.1.1,"Equipo para la recepción, grabación y reproducción de sonidos e imágenes"
09.1.1,Aparatos de televisión
09.1.1,reproductoras de vídeo
09.1.1,grabadores en cinta de vídeo
09.1.1,antenas de televisión de todo tipo
09.1.1,Aparatos de radio
09.1.1,radios para automóviles
09.1.1,radiorrelojes
09.1.1,transmisores receptores de radio
09.1.1,receptores para radioaficionados
09.1.1,transmisores para radioaficionados
09.1.1,Tocadiscos
09.1.1,reproductoras de cinta
09.1.1,grabadoras de cinta
09.1.1,reproductoras de casetes
09.1.1,grabadoras de casetes
09.1.1,aparatos de CD
09.1.1,aparatos estereofónicos personales
09.1.1,sistemas estereofónicos
09.1.1,bandejas giradiscos
09.1.1,sintonizadores
09.1.1,amplificadores
09.1.1,altoparlantes
09.1.1,micrófonos
09.1.1,audífonos
09.1.2,Equipo fotográfico y cinematográfico e instrumentos ópticos
09.1.2,Cámaras fotográficas
09.1.2,Cámaras cinematográficas
09.1.2,Cámaras grabadoras de sonido
09.1.2,Videocámaras
09.1.2,Cámaras grabadoras
09.1.2,Proyectores de películas
09.1.2,Proyectores de diapositivas
09.1.2,Ampliadoras
09.1.2,Equipo de procesamiento fotográfico
09.1.2,Pantallas para cámaras
09.1.2,Visores para cámaras
09.1.2,Lentes para cámaras
09.1.2,Lámparas de destello para cámaras
09.1.2,Filtros para cámaras
09.1.2,Fotómetros
09.1.2,Binoculares
09.1.2,Microscopios
09.1.2,Telescopios
09.1.2,Brújulas
09.1.3,Equipo de procesamiento e información
09.1.3,Computadoras personales
09.1.3,Monitores
09.1.3,Pantallas
09.1.3,Impresoras
09.1.3,Programas para computadoras
09.1.3,Accesorios para computadoras
09.1.3,Paquetes de programas para computadoras
09.1.3,Sistemas operativos para computadoras
09.1.3,Aplicaciones para computadoras
09.1.3,Lenguajes de programación para computadoras
09.1.3,Calculadoras de bolsillo
09.1.3,Calculadoras
09.1.3,Máquinas de escribir
09.1.3,Procesadores de texto
09.1.3,Servicios de facsímile suministrados por computadoras personales
09.1.3,Contestadores telefónicos suministrados por computadoras personales
09.1.4,Medios para grabación
09.1.4,Discos compactos pregrabados
09.1.4,Discos compactos vírgenes
09.1.4,Cintas pregrabadas para grabadoras de cinta
09.1.4,Cintas pregrabadas de novelas
09.1.4,Cintas pregrabadas de obras de teatro
09.1.4,Cintas pregrabadas de poesía
09.1.4,Cintas vírgenes para grabadoras de cinta
09.1.4,Casetes pregrabados para grabadoras de casete
09.1.4,Casetes vírgenes para grabadoras de casete
09.1.4,Casetes de vídeo pregrabados para grabadoras de vídeo
09.1.4,Casetes de vídeo vírgenes para grabadoras de vídeo
09.1.4,Disquetes pregrabados para computadoras personales
09.1.4,Disquetes pregrabados que contengan libros
09.1.4,Disquetes pregrabados que contengan diccionarios
09.1.4,Disquetes pregrabados que contengan enciclopedias
09.1.4,Disquetes pregrabados que contengan cursos de idiomas
09.1.4,Disquetes pregrabados que contengan presentaciones multimedia
09.1.4,Disquetes vírgenes para computadoras personales
09.1.4,CD-ROM pregrabados para computadoras personales
09.1.4,CD-ROM pregrabados que contengan libros
09.1.4,CD-ROM pregrabados que contengan diccionarios
09.1.4,CD-ROM pregrabados que contengan enciclopedias
09.1.4,CD-ROM pregrabados que contengan cursos de idiomas
09.1.4,CD-ROM pregrabados que contengan presentaciones multimedia
09.1.4,CD-ROM vírgenes para computadoras personales
09.1.4,Películas vírgenes para uso fotográfico
09.1.4,Películas vírgenes para uso cinematográfico
09.1.4,Cartuchos vírgenes para uso fotográfico
09.1.4,Cartuchos vírgenes para uso cinematográfico
09.1.4,Discos vírgenes para uso fotográfico
09.1.4,Discos vírgenes para uso cinematográfico
09.1.4,Papel para fotografía
09.1.4,Lámparas de destello para fotografía
09.1.4,Película virgen con costo de revelado incluido
09.1.5,"Reparación de equipo audiovisual, fotográfico y de procesamiento de información"
09.1.5,Reparación de equipo audiovisual
09.1.5,Reparación de equipo fotográfico
09.1.5,Reparación de equipo de procesamiento de información
09.2.1,Artefactos duraderos importantes para recreación en exteriores
09.2.1,Casas rodantes
09.2.1,Remolques
09.2.1,Aeroplanos
09.2.1,Aeronaves ligeras
09.2.1,Planeadores
09.2.1,Alas delta
09.2.1,Globos de aire caliente
09.2.1,Botes
09.2.1,Motores de fuera de borda
09.2.1,Velas
09.2.1,Aparejos
09.2.1,Superestructura
09.2.1,Caballos
09.2.1,Ponis
09.2.1,Vehículos a tracción de caballos o ponis
09.2.1,Arneses
09.2.1,Frenos
09.2.1,Riendas
09.2.1,Monturas
09.2.1,Canoas
09.2.1,Kayaks
09.2.1,Tablas de surf a vela
09.2.1,Equipo de buceo
09.2.1,Carros de golf
09.2.1,Preparación de botes
09.2.1,Preparación de casas rodantes
09.2.2,Instrumentos musicales y equipos duraderos importantes para recreación en interiores
09.2.2,Instrumentos musicales acústicos de gran tamaño como pianos y órganos
09.2.2,Instrumentos musicales acústicos de cuerda como violines y guitarras
09.2.2,Instrumentos musicales acústicos de percusión como baterías
09.2.2,Instrumentos musicales acústicos de viento metal como trompetas
09.2.2,"Instrumentos musicales acústicos de viento madera como clarinetes, flautas travessas y flautas dulces"
09.2.2,Instrumentos musicales electrónicos de todos los tamaños
09.2.2,Instrumentos musicales de viento como armónicas
09.2.2,Mesas de billar para recreación en interiores
09.2.2,Mesas para tenis de mesa para recreación en interiores
09.2.2,Máquinas de pin-ball para recreación en interiores
09.2.2,Máquinas para juegos para recreación en interiores
09.2.3,Conservación y reparación de otros bienes duraderos importantes para recreación y cultura
09.2.3,"Conservación y reparación de botes, incluye el valor total del servicio (mano de obra y materiales) y preparación para el invierno"
09.2.3,"Conservación y reparación de casas rodantes, incluye el valor total del servicio (mano de obra y materiales) y preparación para el invierno"
09.2.3,Servicios de hangar para aviones privados
09.2.3,Servicios de muelle para botes
09.2.3,"Servicios veterinarios para caballos y ponis comprados para entretenimiento, incluye estabulación"
09.2.3,Servicios de herrería para caballos y ponis comprados para entretenimiento
09.2.3,Servicios de alimentación para caballos y ponis comprados para entretenimiento
09.3.1,"Juegos, juguetes y aficiones"
09.3.1,Juegos de naipes
09.3.1,Juegos de salón
09.3.1,Juegos de ajedrez
09.3.1,Juguetes de todo tipo
09.3.1,Muñecas
09.3.1,Juguetes blandos
09.3.1,Autos de juguete
09.3.1,Trenes de juguete
09.3.1,Bicicletas de juguete
09.3.1,Triciclos de juguete
09.3.1,Equipos de construcción de juguete
09.3.1,Rompecabezas
09.3.1,Plastilina
09.3.1,Juegos electrónicos
09.3.1,Máscaras
09.3.1,Disfraces
09.3.1,Bromas
09.3.1,Novedades
09.3.1,Fuegos artificiales
09.3.1,Cohetes
09.3.1,Guirnaldas
09.3.1,Decoraciones para árboles de Navidad
09.3.1,Estampillas usadas o canceladas
09.3.1,Álbumes para estampillas
09.3.1,Monedas
09.3.1,Medallas
09.3.1,Minerales
09.3.1,Especímenes zoológicos
09.3.1,Especímenes botánicos
09.3.1,Herramientas y artículos necesarios para las aficiones
09.3.1,Programas para videojuegos
09.3.1,Computadoras de videojuegos que se enchufan en el aparato de televisión
09.3.1,Casetes de videojuegos
09.3.1,CD-ROM de videojuegos
09.3.2,"Equipo de deportes, campamentos y recreación al aire libre"
09.3.2,Pelotas
09.3.2,Trompos
09.3.2,Redes
09.3.2,Raquetas
09.3.2,Bates
09.3.2,Esquís
09.3.2,Palos de golf
09.3.2,Floretes
09.3.2,Sables
09.3.2,Pértigas
09.3.2,Pesas
09.3.2,Discos
09.3.2,Jabalinas
09.3.2,Pesas de mano
09.3.2,Ampliadores pectorales
09.3.2,Equipos para el desarrollo de la musculatura
09.3.2,Paracaídas
09.3.2,Equipo de paracaidismo
09.3.2,Armas de fuego
09.3.2,Municiones para caza
09.3.2,Municiones para deporte
09.3.2,Municiones para protección personal
09.3.2,Cañas de pescar
09.3.2,Equipo de pesca
09.3.2,Bolos
09.3.2,Equipo de croquet
09.3.2,Frisbees
09.3.2,Equipo de voleibol
09.3.2,Botes
09.3.2,Balsas
09.3.2,Piscinas inflables
09.3.2,Tiendas de campamento
09.3.2,Accesorios de tiendas de campamento
09.3.2,Sacos de dormir
09.3.2,Mochilas
09.3.2,Colchones de aire
09.3.2,Infladores
09.3.2,Cocinas de campamento
09.3.2,Parrillas de campamento
09.3.2,Botas de esquí
09.3.2,Botines de fútbol
09.3.2,Zapatos de golf
09.3.2,Calzado con cuchillas de patinaje
09.3.2,Calzado con ruedas
09.3.2,Calzado con clavos
09.3.2,Equipo de protección para deportes
09.3.2,Chalecos salvavidas
09.3.2,Guantes de boxeo
09.3.2,Acolchado para el cuerpo
09.3.2,Canilleras
09.3.2,Anteojeras
09.3.2,Cinturones de protección
09.3.2,Soportes de protección
09.3.3,"Jardines, plantas y flores"
09.3.3,Flores naturales
09.3.3,Flores artificiales
09.3.3,Hojas naturales
09.3.3,Hojas artificiales
09.3.3,Plantas
09.3.3,Arbustos
09.3.3,Bulbos
09.3.3,Tubérculos
09.3.3,Semillas
09.3.3,Fertilizantes
09.3.3,Abonos
09.3.3,Turba de jardín
09.3.3,Césped para patios
09.3.3,Suelos tratados especialmente para jardines ornamentales
09.3.3,Preparaciones hortícolas
09.3.3,Macetas
09.3.3,Portamacetas
09.3.3,Árboles de Navidad naturales
09.3.3,Árboles de Navidad artificiales
09.3.3,Cargos por entrega de flores
09.3.3,Cargos por entrega de plantas
09.3.4,Animales domésticos y productos conexos
09.3.4,Animales domésticos
09.3.4,Alimentos para animales domésticos
09.3.4,Productos de veterinaria
09.3.4,Productos de cuidado de animales domésticos
09.3.4,Collares para animales domésticos
09.3.4,Traíllas para animales domésticos
09.3.4,Perreras para animales domésticos
09.3.4,Jaulas para animales domésticos
09.3.4,Acuarios para animales domésticos
09.3.4,Materiales absorbentes para la higiene de gatos
09.3.5,Servicios de veterinaria y de otro tipo para animales domésticos
09.3.5,Servicios de veterinaria para animales domésticos
09.3.5,Servicios de acicalamiento para animales domésticos
09.3.5,Servicios de alojamiento para animales domésticos
09.3.5,Servicios de tatuaje para animales domésticos
09.3.5,Servicios de entrenamiento para animales domésticos
09.4.1,Servicios de recreación y deportivos
09.4.1,Servicios prestados por estadios deportivos
09.4.1,Servicios prestados por hipódromos
09.4.1,Servicios prestados por autódromos
09.4.1,Servicios prestados por velódromos
09.4.1,Servicios prestados por pistas de patinaje
09.4.1,Servicios prestados por piscinas
09.4.1,Servicios prestados por canchas de golf
09.4.1,Servicios prestados por gimnasios
09.4.1,Servicios prestados por centros de preparación física
09.4.1,Servicios prestados por canchas de tenis
09.4.1,Servicios prestados por canchas de squash
09.4.1,Servicios prestados por canchas de bolos
09.4.1,Servicios prestados por ferias
09.4.1,Servicios prestados por parques de diversiones
09.4.1,Servicios prestados por tiovivos
09.4.1,Servicios prestados por columpios de tabla
09.4.1,Servicios prestados por otros juegos de plaza para niños
09.4.1,Servicios prestados por máquinas de pin-ball
09.4.1,Servicios prestados por otros juegos para adultos que no sean de azar
09.4.1,Servicios prestados por pistas de esquí
09.4.1,Servicios prestados por aerosillas
09.4.1,Servicios prestados por otras instalaciones similares
09.4.1,Alquiler de equipo y accesorios para deporte y recreación
09.4.1,Alquiler de aeroplanos
09.4.1,Alquiler de botes
09.4.1,Alquiler de caballos
09.4.1,Alquiler de equipo de esquí
09.4.1,Alquiler de equipo de campamento
09.4.1,Lecciones individuales o en grupo de bridge
09.4.1,Lecciones individuales o en grupo de ajedrez
09.4.1,Lecciones individuales o en grupo de gimnasia
09.4.1,Lecciones individuales o en grupo de baile
09.4.1,Lecciones individuales o en grupo de música
09.4.1,Lecciones individuales o en grupo de patinaje
09.4.1,Lecciones individuales o en grupo de esquí
09.4.1,Lecciones individuales o en grupo de natación
09.4.1,Lecciones individuales o en grupo de otros pasatiempos
09.4.1,Servicios de guías de montaña
09.4.1,Servicios de guías de viaje
09.4.1,Servicios de asistencia a la navegación para botes
09.4.1,Alquiler de calzado para deportes concretos
09.4.1,Alquiler de botas de esquí
09.4.1,Alquiler de botines de fútbol
09.4.1,Alquiler de zapatos de golf
09.4.1,Alquiler de calzado de ese tipo con cuchillas de patinaje
09.4.1,Alquiler de calzado de ese tipo con ruedas
09.4.1,Alquiler de calzado de ese tipo con clavos
09.4.2,Servicios culturales
09.4.2,Servicio de cines
09.4.2,Servicio de teatros
09.4.2,Servicio de teatros de ópera
09.4.2,Servicio de salas de concierto
09.4.2,Servicio de teatros de variedades
09.4.2,Servicio de circos
09.4.2,Servicio de espectáculos de luz y sonido
09.4.2,Servicio de museos
09.4.2,Servicio de bibliotecas
09.4.2,Servicio de galerías de arte
09.4.2,Servicio de exposiciones
09.4.2,Servicio de monumentos históricos
09.4.2,Servicio de parques nacionales
09.4.2,Servicio de jardines zoológicos
09.4.2,Servicio de jardines botánicos
09.4.2,Servicio de acuarios
09.4.2,Alquiler de equipo para cultura
09.4.2,Alquiler de accesorios para cultura
09.4.2,Alquiler de aparatos de televisión
09.4.2,Alquiler de reproductoras de vídeo
09.4.2,Transmisiones de televisión
09.4.2,Transmisiones de radio
09.4.2,Tarifas de licencia para equipo de televisión
09.4.2,Suscripción a redes de televisión
09.4.2,Servicio de fotógrafos
09.4.2,Revelado de películas
09.4.2,Procesamiento de impresiones
09.4.2,Ampliación de fotografías
09.4.2,Fotografía de retratos
09.4.2,Fotografía de bodas
09.4.2,Servicio de músicos para entretenimiento privado
09.4.2,Servicio de payasos para entretenimiento privado
09.4.2,Servicio de actores para entretenimiento privado
09.4.3,Juegos de azar
09.4.3,Cargos de servicio para loterías
09.4.3,Cargos de servicio para apostadores
09.4.3,Cargos de servicio para totalizadores
09.4.3,Cargos de servicio para casinos
09.4.3,Cargos de servicio para establecimientos de juego
09.4.3,Cargos de servicio para máquinas de juego
09.4.3,Cargos de servicio para salones de bingo
09.4.3,Cargos de servicio para tarjetas de raspado
09.4.3,Cargos de servicio para sorteos
09.5.1,Libros
09.5.1,Libros de lectura general
09.5.1,Atlas
09.5.1,Diccionarios
09.5.1,Enciclopedias
09.5.1,Libros de texto educativos
09.5.1,Guías turísticas o informativas
09.5.1,Partituras musicales
09.5.1,Álbumes para niños
09.5.1,Álbumes de recortes para niños
09.5.1,Servicios de encuadernado
09.5.2,Diarios y periódicos
09.5.2,Diarios
09.5.2,Revistas
09.5.2,Periódicos
09.5.3,Material impreso diverso
09.5.3,Catálogos
09.5.3,Material de publicidad
09.5.3,Carteles
09.5.3,Tarjetas postales lisas
09.5.3,Tarjetas postales con imágenes
09.5.3,Calendarios
09.5.3,Tarjetas de felicitación
09.5.3,Tarjetas de visita
09.5.3,Anuncios
09.5.3,Tarjetas con mensajes
09.5.3,Mapas
09.5.3,Globos terráqueos
09.5.4,Papel y útiles de oficina y materiales de dibujo
09.5.4,Anotadores
09.5.4,Sobres
09.5.4,Libros de contabilidad
09.5.4,Cuadernos
09.5.4,Diarios
09.5.4,Lapiceros
09.5.4,Lápices
09.5.4,Lapiceras fuente o plumas estilográficas
09.5.4,Bolígrafos
09.5.4,Marcadores
09.5.4,Tintas
09.5.4,Gomas de borrar
09.5.4,Sacapuntas
09.5.4,Esténciles y modelos calados para estarcir
09.5.4,Papel carbón
09.5.4,Cintas para máquina de escribir
09.5.4,Almohadillas entintadas
09.5.4,Líquidos correctores
09.5.4,Perforadoras de papel
09.5.4,Cortadoras de papel
09.5.4,Tijeras para papel
09.5.4,Gomas y adhesivos para oficina
09.5.4,Grapadoras y grapas
09.5.4,Broches para papel
09.5.4,Alfileres para dibujo
09.5.4,Telas
09.5.4,Papel
09.5.4,Cartón
09.5.4,Pinturas
09.5.4,Lápices blandos para colorear
09.5.4,Pasteles
09.5.4,Pinceles
09.5.4,Cartuchos de tóner
09.5.4,Cartuchos de tinta
09.5.4,Libros con ejercicios
09.5.4,Reglas de cálculo
09.5.4,Instrumentos de geometría
09.5.4,Pizarras
09.5.4,Tiza
09.5.4,Estuches para lápices
09.6.0,Paquetes turísticos
09.6.0,"Vacaciones con todo incluido (viaje, comida, alojamiento, guías, etcétera)"
09.6.0,"Viajes con todo incluido (viaje, comida, alojamiento, guías, etcétera)"
09.6.0,Viajes de excursión de medio día de duración
09.6.0,Viajes de excursión de un día de duración
09.6.0,Peregrinajes
10.1.0,Enseñanza preescolar y enseñanza primaria
10.1.0,Niveles 0 y 1 de la CINE-97: enseñanza preescolar
10.1.0,Niveles 0 y 1 de la CINE-97: enseñanza primaria
10.1.0,Programas de alfabetización para alumnos de edad muy superior a la que corresponde a la escuela primaria
10.2.0,Enseñanza secundaria
10.2.0,Enseñanza secundaria nivel 2 de la CINE-97: primer ciclo de enseñanza secundaria
10.2.0,Enseñanza secundaria nivel 3 de la CINE-97: segundo ciclo de enseñanza secundaria
10.2.0,Enseñanza secundaria extraescolar para adultos
10.2.0,Enseñanza secundaria extraescolar para jóvenes
10.3.0,"Enseñanza postsecundaria, no terciaria"
10.3.0,Enseñanza postsecundaria no terciaria nivel 4 de la CINE-97
10.3.0,Enseñanza postsecundaria no terciaria extraescolar para adultos
10.3.0,Enseñanza postsecundaria no terciaria extraescolar para jóvenes
10.4.0,Enseñanza terciaria
10.4.0,Nivel 5 de la CINE-97: primer ciclo de la enseñanza terciaria
10.4.0,Nivel 6 de la CINE-97: segundo ciclo de la enseñanza terciaria
10.5.0,Enseñanza no atribuible a ningún nivel
10.5.0,Programas educativos para adultos que no requieren instrucción previa especial
10.5.0,Capacitación profesional para adultos que no requiere instrucción previa especial
10.5.0,Desarrollo cultural para adultos que no requiere instrucción previa especial
11.1.1,"Restaurantes, cafés y establecimientos similares"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos por restaurantes"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos por cafés"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos por bufés"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos por bares"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos por salones de té"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en teatros"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en cines"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en estadios deportivos"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en piscinas"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en complejos deportivos"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en museos"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en galerías de arte"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en clubes nocturnos"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en salas de baile"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en autobuses"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en trenes"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en barcos"
11.1.1,"Servicios de suministro de comidas por contrato (comidas, refrigerios, bebidas y refrescos) servidos en aviones"
11.1.1,Venta de productos alimenticios y bebidas para el consumo inmediato en quioscos
11.1.1,Venta de productos alimenticios y bebidas para el consumo inmediato en puestos de vendedores ambulantes
11.1.1,Venta de productos alimenticios y bebidas para el consumo inmediato en lugares similares
11.1.1,Venta de productos alimenticios y bebidas para el consumo inmediato en máquinas automáticas
11.1.1,Venta de platos cocinados en restaurantes para el consumo fuera de sus locales
11.1.1,Venta de platos cocinados por contratistas de servicios de suministros de comidas entregados en el domicilio del cliente
11.1.1,Venta de platos cocinados por contratistas de servicios de suministros de comidas recogidos personalmente por el cliente
11.1.1,Las propinas
11.1.2,Comedores
11.1.2,Servicios de suministro de comidas en comedores de empresas
11.1.2,Servicios de suministro de comidas en comedores de oficinas
11.1.2,Servicios de suministro de comidas en comedores de escuelas
11.1.2,Servicios de suministro de comidas en comedores de universidades
11.1.2,Servicios de suministro de comidas en comedores de otros centros de enseñanza
11.1.2,Servicios de suministro de comidas en comedores universitarios
11.1.2,Servicios de suministro de comidas en comedores de tropa del ejército
11.1.2,Servicios de suministro de comidas en comedores de oficiales del ejército
11.2.0,Servicios de alojamiento
11.2.0,Servicios de alojamiento en hoteles
11.2.0,Servicios de alojamiento en pensiones
11.2.0,Servicios de alojamiento en moteles
11.2.0,Servicios de alojamiento en posadas
11.2.0,Servicios de alojamiento en hostales
11.2.0,Servicios de alojamiento en poblados y centros de vacaciones
11.2.0,Servicios de alojamiento en terrenos para camping
11.2.0,Servicios de alojamiento en terrenos para caravanas
11.2.0,Servicios de alojamiento en albergues juveniles
11.2.0,Servicios de alojamiento en chalés de montaña
11.2.0,Servicios de alojamiento en internados
11.2.0,Servicios de alojamiento en universidades
11.2.0,Servicios de alojamiento en otros centros docentes
11.2.0,Servicios de alojamiento en transporte público (trenes)
11.2.0,Servicios de alojamiento en transporte público (barcos)
11.2.0,Servicios de alojamiento en albergues para jóvenes trabajadores
11.2.0,Servicios de alojamiento en albergues para inmigrantes.
11.2.0,Propinas en servicios de alojamiento
11.2.0,Servicios de maleteros en servicios de alojamiento
12.1.1,Salones de peluquería y establecimientos de cuidados personales
12.1.1,Salones de peluquería
12.1.1,Barberías
12.1.1,Salones de belleza
12.1.1,Servicios de manicura
12.1.1,Servicios de pedicura
12.1.1,Baños turcos
12.1.1,Saunas
12.1.1,Servicios de bronceado
12.1.1,Servicios de masajes no terapéuticos
12.1.1,Servicios de cuidados corporales
12.1.1,Servicios de depilación
12.1.2,Aparatos eléctricos para el cuidado personal
12.1.2,Máquinas de afeitar eléctricas
12.1.2,Máquinas de cortar el pelo eléctricas
12.1.2,Secadores de pelo de mano
12.1.2,Secadores de pelo de casco
12.1.2,Tenazas para rizar el cabello
12.1.2,Peines para marcar
12.1.2,Lámparas ultravioletas
12.1.2,Vibradores
12.1.2,Cepillos de dientes eléctricos
12.1.2,Aparatos eléctricos para la higiene dental
12.1.2,Reparación de máquinas de afeitar eléctricas
12.1.2,Reparación de máquinas de cortar el pelo eléctricas
12.1.2,Reparación de secadores de pelo de mano
12.1.2,Reparación de secadores de pelo de casco
12.1.2,Reparación de tenazas para rizar el cabello
12.1.2,Reparación de peines para marcar
12.1.2,Reparación de lámparas ultravioletas
12.1.2,Reparación de vibradores
12.1.2,Reparación de cepillos de dientes eléctricos
12.1.2,Reparación de aparatos eléctricos para la higiene dental
12.1.3,"Otros aparatos, artículos y productos para la atención personal"
12.1.3,Aparatos no eléctricos: máquinas de afeitar
12.1.3,Aparatos no eléctricos: máquinas de cortar el pelo
12.1.3,Aparatos no eléctricos: cuchillas para máquinas de afeitar
12.1.3,Aparatos no eléctricos: cuchillas para máquinas de cortar el pelo
12.1.3,Aparatos no eléctricos: tijeras
12.1.3,Aparatos no eléctricos: limas de uñas
12.1.3,Aparatos no eléctricos: peines
12.1.3,Aparatos no eléctricos: brochas de afeitar
12.1.3,Aparatos no eléctricos: cepillos del pelo
12.1.3,Aparatos no eléctricos: cepillos de dientes
12.1.3,Aparatos no eléctricos: cepillos para las uñas
12.1.3,Aparatos no eléctricos: horquillas para el pelo
12.1.3,Aparatos no eléctricos: rizadores de pelo
12.1.3,Aparatos no eléctricos: balanzas personales
12.1.3,Aparatos no eléctricos: pesabebés
12.1.3,Artículos para la higiene personal: jabón de tocador
12.1.3,Artículos para la higiene personal: jabón medicinal
12.1.3,Artículos para la higiene personal: aceite limpiador
12.1.3,Artículos para la higiene personal: leche limpiadora
12.1.3,Artículos para la higiene personal: jabón de afeitar
12.1.3,Artículos para la higiene personal: crema de afeitar
12.1.3,Artículos para la higiene personal: espuma de afeitar
12.1.3,Artículos para la higiene personal: pasta de dientes
12.1.3,Productos de belleza: barras de labios
12.1.3,Productos de belleza: barniz de las uñas
12.1.3,Productos de belleza: productos de maquillaje
12.1.3,Productos de belleza: productos de eliminación del maquillaje
12.1.3,Productos de belleza: polvos de tocador compactos
12.1.3,Productos de belleza: cepillos para la aplicación de los polvos de tocador
12.1.3,Productos de belleza: brochas para la aplicación de los polvos de tocador
12.1.3,Productos de belleza: lacas para el cabello
12.1.3,Productos de belleza: lociones para el cabello
12.1.3,Productos de belleza: productos para antes del afeitado
12.1.3,Productos de belleza: productos para después del afeitado
12.1.3,Productos de belleza: bronceadores para el sol
12.1.3,Productos de belleza: depiladores
12.1.3,Productos de belleza: perfumes
12.1.3,Productos de belleza: agua de colonia
12.1.3,Productos de belleza: desodorantes personales
12.1.3,Productos de belleza: productos para el baño
12.1.3,Otros productos: papel higiénico
12.1.3,Otros productos: pañuelos de papel
12.1.3,Otros productos: toallas de papel
12.1.3,Otros productos: paños higiénicos
12.1.3,Otros productos: algodón
12.1.3,Otros productos: tapones de algodón
12.1.3,Otros productos: pañales
12.1.3,Otros productos: esponjas de baño
12.2.0,Prostitución
12.2.0,Servicios facilitados por prostitutas
12.2.0,Servicios facilitados por acompañantes
12.2.0,Servicios facilitados por trabajadores sexuales
12.2.0,Servicios facilitados por escorts
12.2.0,Servicios facilitados por damas de compañía
12.2.0,Servicios facilitados por personas que proporcionan favores sexuales a cambio de dinero
12.2.0,Servicios facilitados por personas que proporcionan compañía íntima a cambio de dinero
12.3.1,"Joyería, relojes de pared y relojes de pulsera"
12.3.1,Piedras preciosas
12.3.1,Metales preciosos
12.3.1,Joyas fabricadas con piedras preciosas
12.3.1,Joyas fabricadas con metales preciosos
12.3.1,Bisutería
12.3.1,Gemelos
12.3.1,Alfileres de corbata
12.3.1,Relojes de pared
12.3.1,Relojes de pulsera
12.3.1,Cronómetros
12.3.1,Despertadores
12.3.1,Relojes de viaje
12.3.1,Reparación de joyas
12.3.1,Reparación de bisutería
12.3.1,Reparación de gemelos
12.3.1,Reparación de alfileres de corbata
12.3.1,Reparación de relojes de pared
12.3.1,Reparación de relojes de pulsera
12.3.1,Reparación de cronómetros
12.3.1,Reparación de despertadores
12.3.1,Reparación de relojes de viaje
12.3.2,Otros efectos personales
12.3.2,Artículos de viaje y transporte de efectos personales: maletas
12.3.2,Artículos de viaje y transporte de efectos personales: baúles
12.3.2,Artículos de viaje y transporte de efectos personales: bolsas de viaje
12.3.2,Artículos de viaje y transporte de efectos personales: maletines
12.3.2,Artículos de viaje y transporte de efectos personales: carteras
12.3.2,Artículos de viaje y transporte de efectos personales: bolsas
12.3.2,Artículos de viaje y transporte de efectos personales: billeteras
12.3.2,Artículos de viaje y transporte de efectos personales: bolsos
12.3.2,Artículos para bebés: cochecitos de niño
12.3.2,Artículos para bebés: sillitas
12.3.2,Artículos para bebés: cestos
12.3.2,Artículos para bebés: hamaquitas
12.3.2,Artículos para bebés: cunas
